,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
0,Power Forwards & Futures (Data),,,,,,,,,,,
1,Source: OTC Global Holdings,,,,,,,,,,,
2,Region: ERCOT,,,,,,,,,,,
3,Forward Term: Monthly,,,,,,,,,,,
4,Peak: On Peak,,,,,,,,,,,
5,As Of: 06/10/2019,,,,,,,,,,,
6,As Of : 6/10/2019,,,,,,,,,,,
7,Term,AEN,CPS,DC_E,DC_N,DC_R,Houston Zone,LCRA,North Zone,OKLA,South Zone,West Zone
8,Jun 2019,36.4045,38.0846,36.6986,34.6788,58.4017,36.3253,36.7411,34.6521,36.0303,33.4937,31.6918
9,Jul 2019,54.9882,55.5654,54.7885,51.9467,71.0277,69.448,55.3866,68.4994,53.8978,66.4324,67.0216
10,Aug 2019,124.8941,125.5419,124.8871,121.9736,141.5689,119.626,125.3553,117.0807,123.878,120.6441,117.5599
11,Sep 2019,33.8936,34.599,33.9355,31.0121,51.2775,36.9667,34.3107,34.173,32.8709,35.7395,33.7938
12,Oct 2019,28.6248,28.6639,28.73,25.6606,46.4145,28.14,29.0226,26.4169,26.9909,27.6691,23.4116
13,Nov 2019,23.2299,23.7993,23.4268,20.2435,40.1205,24.3617,23.5784,22.9357,22.3593,25.0646,20.0436
14,Dec 2019,24.872,25.432,25.1218,21.7841,41.7998,25.4602,25.2084,23.9797,23.9767,26.2256,20.9885
15,Jan 2020,37.0465,32.0156,35.9922,34.7052,49.8653,31.2604,37.4864,30.4065,30.5374,31.1106,28.6928
16,Feb 2020,29.9736,30.5775,30.3502,26.9173,47.1843,30.95,30.3501,30.0847,29.136,30.7901,28.3666
17,Mar 2020,29.2966,30.0371,29.7636,26.3609,46.3513,30.6727,29.6722,27.5088,28.5771,29.5174,23.5918
18,Apr 2020,25.1902,26.2744,25.8525,22.308,41.9937,29.1615,25.5379,26.2442,24.7653,28.2421,22.3479
19,May 2020,29.385,30.3396,30.0478,27.0352,45.8543,31.8128,29.7164,29.0376,28.7118,31.0339,25.444
20,Jun 2020,40.6513,41.4178,41.5709,37.7568,55.928,42.6305,40.9346,39.9072,39.9735,41.7025,37.4135
21,Jul 2020,48.6198,81.291,48.4432,45.9305,62.8016,81.5497,48.972,78.8283,79.8509,80.6221,78.1303
22,Aug 2020,112.6673,133.4279,112.6558,110.0511,127.6636,128.6925,113.0815,125.9912,131.9544,127.7849,125.3178
23,Sep 2020,30.5466,35.5358,30.5831,27.9536,46.1995,37.7061,30.922,34.8481,34.0159,36.3513,33.0456
24,Oct 2020,25.3197,26.6692,25.412,22.7004,41.045,27.1348,25.6713,24.5197,25.0856,25.8215,21.5125
25,Nov 2020,20.1446,25.2271,20.3148,17.5564,34.785,26.6762,20.4466,24.0156,23.5416,25.3153,21.014
26,Dec 2020,21.0839,26.3811,21.2953,18.4675,35.4287,27.1164,21.3689,24.4759,24.52,25.7757,21.4748
27,Jan 2021,35.3194,31.3087,34.3151,33.0843,47.5499,32.6387,35.7392,30.843,27.6777,30.9227,28.6462
28,Feb 2021,28.4644,30.8993,28.8232,25.5582,44.823,32.6229,28.8224,30.827,27.4976,30.9068,28.6311
29,Mar 2021,27.829,24.1777,28.2726,25.0406,44.0287,30.8255,28.1858,26.7321,16.5597,28.0102,22.3388
30,Apr 2021,23.4454,22.7708,24.0618,20.7628,39.0849,28.8377,23.7689,24.7466,14.349,26.0338,20.356
31,May 2021,27.2294,24.172,27.8436,25.0521,42.4907,31.6507,27.5365,27.4598,17.3669,28.6472,23.3688
32,Jun 2021,37.6388,36.9493,38.4903,34.9588,51.7834,43.0471,37.9011,39.3551,30.6129,40.7022,36.7607
33,Jul 2021,44.9459,89.0747,44.7827,42.4598,58.0561,74.2422,45.2716,71.049,84.236,72.8452,69.652
34,Aug 2021,102.793,130.2494,102.7872,100.3893,116.517,110.8155,103.1725,107.6223,126.0932,109.4185,106.2252
35,Sep 2021,27.9978,33.1466,28.0325,25.6176,42.3578,36.4326,28.3423,32.9401,28.3229,34.0078,30.8445
36,Oct 2021,23.2709,28.095,23.3564,20.8611,37.7332,26.5642,23.5942,22.9717,21.6176,23.5705,19.5788
37,Nov 2021,18.5315,26.5555,18.6886,16.1491,32.0059,25.8569,18.8095,22.2643,20.5778,22.8631,18.8713
38,Dec 2021,19.5033,26.6182,19.6992,17.082,32.7772,26.5294,19.7671,22.9362,22.6558,23.5251,19.5427
39,Jan 2022,31.9648,29.9812,31.0562,29.9407,43.0376,31.1243,32.3448,29.8566,25.9742,29.4075,27.2614
40,Feb 2022,25.6895,28.4813,26.0135,23.0661,40.4552,30.8442,26.0126,29.5665,24.7409,29.1274,26.9714
41,Mar 2022,25.0308,25.253,25.4298,22.5226,39.6022,28.5759,25.3518,24.813,21.4651,25.8611,19.9224
42,Apr 2022,21.0192,22.5912,21.5719,18.6143,35.0403,26.4642,21.3093,22.7022,18.6784,23.7701,17.8126
43,May 2022,24.4611,24.2435,25.0128,22.505,38.1706,28.5397,24.7369,25.2268,19.9955,25.8855,20.437
44,Jun 2022,33.7728,36.1792,34.5368,31.3681,46.4644,38.9698,34.0081,35.9262,31.5368,36.3455,32.334
45,Jul 2022,40.3158,82.8499,40.1693,38.0859,52.0753,65.3397,40.6079,61.5477,78.1945,62.4462,59.4527
46,Aug 2022,92.2452,122.9927,92.24,90.0883,104.5604,93.9477,92.5858,90.1558,118.3834,91.0545,88.0613
47,Sep 2022,25.1461,30.3081,25.1772,23.0084,38.0432,33.1372,25.4556,29.9835,25.788,30.4328,27.5886
48,Oct 2022,20.9023,19.5222,20.9791,18.7378,33.8923,24.9747,21.1927,21.4015,14.9848,21.771,18.1079
49,Nov 2022,16.6788,19.9619,16.8201,14.5346,28.8057,24.6485,16.929,21.0749,15.3631,21.4444,17.7809
50,Dec 2022,17.5978,20.953,17.7745,15.4131,29.5744,25.1335,17.8358,21.5592,16.476,21.9288,18.2645
51,Jan 2023,29.3888,28.4392,28.5534,27.528,39.5685,28.6135,29.7381,27.7878,24.2016,27.8778,24.5931
52,Feb 2023,23.5909,23.4564,23.8884,21.182,37.1495,28.3214,23.8876,27.6707,18.9516,27.7707,24.476
53,Mar 2023,23.1415,22.4904,23.5103,20.8228,36.6121,26.4156,23.4382,23.5463,17.9087,24.5455,17.9536
54,Apr 2023,19.6857,18.8655,20.2032,17.4336,32.8163,24.7816,19.9574,21.9573,14.206,22.9664,16.3648
55,May 2023,23.0639,23.8984,23.5841,21.22,35.9892,26.9049,23.324,24.4588,20.1991,25.3582,19.3656
56,Jun 2023,31.9633,35.5309,32.6862,29.688,43.9731,36.8744,32.186,34.1387,30.8322,34.3089,30.2454
57,Jul 2023,38.2793,78.6415,38.14,36.1628,49.4425,62.025,38.5566,60.3879,74.2327,60.9882,57.6981
58,Aug 2023,87.7921,117.0157,87.7865,85.7415,99.5075,89.3891,88.116,78.332,112.6479,78.9328,75.646
59,Sep 2023,23.967,28.8759,23.9964,21.9301,36.2571,31.5741,24.2618,28.6248,24.5737,28.8152,25.8297
60,Oct 2023,19.9575,18.6319,20.0307,17.8914,32.3582,23.8381,20.2347,21.2302,14.3042,22.0409,17.5325
61,Nov 2023,15.9559,19.0877,16.0909,13.9052,27.5551,23.5715,16.1952,20.908,14.6934,21.719,17.2093
62,Dec 2023,16.7953,19.987,16.9638,14.7108,28.2235,23.9777,17.0224,21.659,15.7203,22.4704,17.9592
63,Jan 2024,27.8952,26.9767,27.1019,26.1302,37.5538,27.146,28.2267,27.6801,22.9635,28.8787,24.2839
64,Feb 2024,22.4415,22.298,22.7242,20.1511,35.3357,26.9271,22.7237,27.4229,18.0213,28.6208,24.0287
65,Mar 2024,22.115,21.4765,22.4672,19.9003,34.984,25.2292,22.3984,23.1693,17.1071,25.9684,17.2715
66,Apr 2024,18.8222,18.023,19.3167,16.6699,31.3727,23.6795,19.0818,21.7012,13.5766,24.5007,15.8025
67,May 2024,22.04,22.8169,22.5366,20.2793,34.3866,25.6927,22.2884,24.147,19.2927,26.8468,18.4485
68,Jun 2024,30.4236,33.7864,31.1111,28.2599,41.8485,35.072,30.6354,34.0478,29.3311,35.7442,28.7557
69,Jul 2024,36.2949,74.4863,36.162,34.2907,46.8715,58.7622,36.5575,51.6669,70.3433,52.4567,48.9984
70,Aug 2024,83.108,110.6471,83.1008,81.1735,94.1815,84.5465,83.414,71.379,106.5706,72.163,68.73
71,Sep 2024,22.6995,27.3156,22.7268,20.7722,34.3331,29.8765,22.9786,26.1303,23.2584,28.031,23.0385
72,Oct 2024,18.8839,17.6067,18.9526,16.9306,30.6112,22.5332,19.146,21.274,13.5249,23.177,16.9688
73,Nov 2024,15.0939,18.0314,15.2212,13.1553,26.0608,22.2744,15.3201,20.9305,13.8889,22.8347,16.6226
74,Dec 2024,15.7977,18.772,15.9556,13.8385,26.5407,22.5278,16.0111,21.4556,14.7743,23.3609,17.1454
75,Jan 2025,25.3993,24.5186,24.6761,23.7954,34.184,24.683,25.7008,25.4501,20.8878,26.8524,21.8565
76,Feb 2025,20.4658,20.2958,20.7228,18.3796,32.215,24.5203,20.7228,25.3138,16.4171,26.7167,21.7195
77,Mar 2025,20.4125,19.783,20.7367,18.371,32.2804,23.2508,20.6738,23.3232,15.7723,25.84,16.7834
78,Apr 2025,17.5643,16.7825,18.025,15.5583,29.2662,22.0606,17.8063,22.2393,12.6542,24.7579,15.694
79,May 2025,20.5786,21.2557,21.0413,18.9378,32.095,23.9475,20.8102,24.1403,17.9908,26.6598,17.8999
80,Jun 2025,28.4133,31.4783,29.0539,26.3972,39.0684,32.6944,28.6106,29.1156,27.3565,31.4314,23.9018
81,Jul 2025,33.904,69.4042,33.7782,32.0378,43.7665,54.7853,34.1488,45.1539,65.6175,45.7341,42.431
82,Aug 2025,76.6527,102.0528,76.6461,74.8685,86.8662,77.9795,76.935,61.6917,98.2929,62.2782,58.9407
83,Sep 2025,20.9518,25.2124,20.977,19.1728,31.6896,27.5761,21.2093,25.7074,21.4676,28.2182,22.2133
84,Oct 2025,17.4104,16.2329,17.4737,15.6095,28.2226,20.775,17.6521,20.3699,12.4696,21.3687,15.6493
85,Nov 2025,13.8875,16.5901,14.0046,12.1038,23.9778,20.494,14.0956,20.0871,12.7788,21.0098,15.2987
86,Dec 2025,14.4679,17.1918,14.6125,12.6736,24.3066,20.6315,14.6633,20.3175,13.5307,21.3947,15.7075
87,Jan 2026,24.859,23.997,24.1512,23.2892,33.4568,24.1579,25.1541,25.051,20.4435,26.2812,21.3915
88,Feb 2026,20.0384,19.8719,20.29,17.9957,31.5422,24.0082,20.2901,24.8323,16.0743,26.1587,21.266
89,Mar 2026,20.0014,19.3845,20.319,18.0011,31.6303,22.7825,20.2575,22.5835,15.4547,25.3196,16.4454
90,Apr 2026,17.2117,16.4456,17.6632,15.246,28.6787,21.6178,17.4489,21.5395,12.4002,24.261,15.379
91,May 2026,20.1484,20.8114,20.6015,18.5419,31.4241,23.4469,20.3752,23.874,17.6147,26.1025,17.5257
92,Jun 2026,27.7993,30.798,28.4261,25.8267,38.2242,31.9879,27.9923,28.8626,26.7653,30.7521,23.3853
93,Jul 2026,33.1584,67.878,33.0354,31.3333,42.8041,53.5806,33.3978,43.2928,64.1745,44.7283,41.4979
94,Aug 2026,74.9772,99.8221,74.9708,73.232,84.9674,76.275,75.2533,59.2629,96.1444,60.9169,57.6524
95,Sep 2026,20.5216,24.6947,20.5462,18.7791,31.0389,27.0099,20.7738,25.7463,21.0268,27.6388,21.7572
96,Oct 2026,17.0822,15.9268,17.1443,15.3152,27.6905,20.3833,17.3193,20.3969,12.2345,20.9659,15.3542
97,Nov 2026,13.637,16.2909,13.752,11.8855,23.5452,20.1243,13.8413,20.0328,12.5483,20.6308,15.0228
98,Dec 2026,14.1699,16.8377,14.3116,12.4126,23.806,20.2066,14.3613,20.3249,13.252,20.9541,15.3839
99,Jan 2027,23.9536,23.123,23.2716,22.441,32.2383,23.278,24.238,24.7185,19.6989,25.324,20.6124
100,Feb 2027,19.3279,19.1674,19.5706,17.3577,30.4239,23.157,19.5707,24.5407,15.5044,25.2313,20.512
101,Mar 2027,19.3072,18.7118,19.6138,17.3763,30.5325,21.9918,19.5544,22.3418,14.9183,24.4409,15.8746
102,Apr 2027,16.6641,15.9223,17.1012,14.7609,27.7662,20.93,16.8937,21.4308,12.0056,23.489,14.8896
103,May 2027,19.5384,20.1812,19.9777,17.9805,30.4726,22.7369,19.7583,23.7052,17.0814,25.3121,16.9951
104,Jun 2027,26.955,29.8627,27.5628,25.0424,37.0633,31.0164,27.1422,28.5944,25.9525,29.8182,22.6751
105,Jul 2027,32.1471,65.8078,32.0278,30.3777,41.4986,51.9464,32.3792,38.7804,62.2173,43.3642,40.2323
106,Aug 2027,72.719,96.8156,72.7127,71.0264,82.4083,73.9777,72.9868,55.1204,93.2487,59.0822,55.916
107,Sep 2027,19.9088,23.9573,19.9327,18.2184,30.1121,26.2034,20.1535,25.5649,20.399,26.8135,21.1075
108,Oct 2027,16.5544,15.4347,16.6146,14.842,26.8349,19.7535,16.7842,20.3455,11.8564,20.3181,14.8798
109,Nov 2027,13.1907,15.7578,13.3019,11.4965,22.7747,19.4658,13.3884,19.8901,12.1376,19.9556,14.5312
