,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,Power Forwards & Futures (Data),,,,
1,Source: OTC Global Holdings,,,,
2,Region: ERCOT,,,,
3,Forward Term: Monthly,,,,
4,Peak: Off Peak,,,,
5,As Of: 05/08/2016,,,,
6,As Of : 5/6/2016,,,,
7,Term,Houston Zone,North Zone,South Zone,West Zone
8,May 2016,13.35,12.55,12.49,12.05
9,Jun 2016,17.69,16.67,16.6,16.4
10,Jul 2016,20.95,20.65,20.41,20.26
11,Aug 2016,21.41,21.13,20.93,20.77
12,Sep 2016,20.7,19.24,19.19,18.9
13,Oct 2016,19.27,18.33,18.24,17.4
14,Nov 2016,19.92,19.2,18.96,18.13
15,Dec 2016,20.57,20.99,20.69,19.98
16,Jan 2017,23.25,23.05,22.8,20.9
17,Feb 2017,23.17,22.99,22.73,20.89
18,Mar 2017,22.78,21.69,21.64,18.57
19,Apr 2017,22.76,21.32,21.26,18.42
20,May 2017,21.79,20.27,20.16,17.76
21,Jun 2017,22,20.45,20.35,18.59
22,Jul 2017,25.84,25.29,24.99,23.28
23,Aug 2017,25.25,24.77,24.52,22.76
24,Sep 2017,23.7,21.69,21.63,19.79
25,Oct 2017,21.44,19.76,19.65,17.18
26,Nov 2017,20.82,19.4,19.13,16.73
27,Dec 2017,20.21,20,19.68,17.43
28,Jan 2018,24.89,24.91,24.64,21.69
29,Feb 2018,24.23,24.25,23.99,21.84
30,Mar 2018,23.84,22.68,22.62,20.05
31,Apr 2018,22.39,21.02,20.96,18.63
32,May 2018,21.56,20.22,20.12,17.84
33,Jun 2018,22.17,20.67,20.57,19.44
34,Jul 2018,25.53,25.34,25.05,23.64
35,Aug 2018,25.22,25.04,24.89,23.37
36,Sep 2018,23.79,21.95,21.89,20.42
37,Oct 2018,21.76,20.34,20.24,17.66
38,Nov 2018,21.44,20.23,19.97,17.43
39,Dec 2018,20.73,20.75,20.43,18.06
40,Jan 2019,24.52,24.54,24.27,20.97
41,Feb 2019,24.33,24.34,24.07,21.61
42,Mar 2019,24.11,22.93,22.86,19.95
43,Apr 2019,22.58,21.33,21.28,18.64
44,May 2019,21.71,20.3,20.19,17.69
45,Jun 2019,22.34,20.95,20.83,19.48
46,Jul 2019,25.75,25.21,24.94,23.2
47,Aug 2019,26.01,25.43,25.16,23.82
48,Sep 2019,23.89,22.04,22.1,20.28
49,Oct 2019,21.82,20.39,20.29,17.5
50,Nov 2019,21.6,20.33,20.06,17.15
51,Dec 2019,20.76,20.74,20.42,17.74
52,Jan 2020,24.95,24.95,24.69,22.68
53,Feb 2020,24.51,24.51,24.25,22.24
54,Mar 2020,24.14,22.95,22.9,20.37
55,Apr 2020,23.28,21.92,21.87,19.58
56,May 2020,22.53,21.06,20.94,18.77
57,Jun 2020,22.02,20.71,20.61,19.26
58,Jul 2020,25.44,25.34,25.1,23.91
59,Aug 2020,26.93,26.84,26.58,25.45
60,Sep 2020,24.18,22.34,22.28,20.88
61,Oct 2020,22.7,21.16,21.05,18.62
62,Nov 2020,22.44,21.12,20.84,18.49
63,Dec 2020,21.04,21.04,20.71,18.65
64,Jan 2021,26.04,26.04,25.77,25.09
65,Feb 2021,24.92,24.92,24.65,23.97
66,Mar 2021,24.38,23.16,23.1,21.87
67,Apr 2021,23.92,22.5,22.45,21.33
68,May 2021,23.17,21.61,21.48,20.42
69,Jun 2021,22.59,21.23,21.12,21
70,Jul 2021,26.57,26.47,26.24,26.15
71,Aug 2021,27.33,27.23,26.94,26.99
72,Sep 2021,24.89,22.97,22.91,22.74
73,Oct 2021,23.54,21.95,21.82,20.51
74,Nov 2021,22.84,21.46,21.18,19.96
75,Dec 2021,21.43,21.43,21.08,20.24
76,Jan 2022,26.77,26.77,26.48,25.77
77,Feb 2022,25.9,26.01,25.61,24.9
78,Mar 2022,25.43,24.19,24.1,22.81
79,Apr 2022,25.08,23.63,23.54,22.36
80,May 2022,24.29,22.68,22.52,21.4
81,Jun 2022,23.67,22.27,22.13,22.01
82,Jul 2022,27.83,27.76,27.48,27.39
83,Aug 2022,28.65,28.58,28.24,28.29
84,Sep 2022,26.11,24.13,24.03,23.85
85,Oct 2022,24.71,23.07,22.91,21.54
86,Nov 2022,23.95,22.54,22.21,20.93
87,Dec 2022,22.42,22.45,22.06,21.18
88,Jan 2023,28,28,27.7,26.96
89,Feb 2023,27.08,27.2,26.78,26.04
90,Mar 2023,26.61,25.31,25.21,23.86
91,Apr 2023,26.29,24.77,24.68,23.44
