,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,Power Forwards & Futures (Data),,,,
1,Source: OTC Global Holdings,,,,
2,Region: ERCOT,,,,
3,Forward Term: Monthly,,,,
4,Peak: On Peak,,,,
5,As Of: 02/08/2015,,,,
6,As Of : 2/6/2015,,,,
7,Term,Houston Zone,North Zone,South Zone,West Zone
8,Feb 2015,25.01,24.41,25.04,23.72
9,Mar 2015,27.72,26.9,28.36,23.47
10,Apr 2015,31.41,28.08,30.31,26.97
11,May 2015,30.69,27.53,29.2,26.71
12,Jun 2015,38.29,35.32,36.88,35.53
13,Jul 2015,45.25,44.13,44.13,45.18
14,Aug 2015,59.08,57.59,57.59,58.83
15,Sep 2015,34.57,31.6,32.77,32.26
16,Oct 2015,31.38,28.32,28.12,26.23
17,Nov 2015,29.09,27.69,27.48,25.58
18,Dec 2015,28.45,28.67,28.45,26.48
19,Jan 2016,32.1,31.86,32.75,30.72
20,Feb 2016,32.23,31.99,32.9,31.09
21,Mar 2016,36.13,32.57,33.46,30.57
22,Apr 2016,37.06,33.32,34.34,31.23
23,May 2016,35.58,31.19,32.22,29.67
24,Jun 2016,43.47,39.9,40.31,39.26
25,Jul 2016,49.47,47.55,47.99,49.44
26,Aug 2016,68.52,66.81,67.04,68.69
27,Sep 2016,39.47,35.88,36.09,36.08
28,Oct 2016,33.96,31.65,30,30.6
29,Nov 2016,32.63,30.46,31.21,29.62
30,Dec 2016,34.27,32.21,32.97,31.34
31,Jan 2017,34.72,35.87,36.45,33.32
32,Feb 2017,34.9,36.04,36.65,33.74
33,Mar 2017,38.59,35.67,37.16,32.94
34,Apr 2017,39.34,36.23,37.65,33.38
35,May 2017,38.75,33.96,35.23,33.83
36,Jun 2017,46.84,43.62,43.97,42.52
37,Jul 2017,57.99,52.01,52.17,57.91
38,Aug 2017,71.76,73.04,72.87,71.94
39,Sep 2017,43.13,39.45,39.25,39.5
40,Oct 2017,33.92,33.97,32.66,30.32
41,Nov 2017,34.92,32.69,33.82,31.68
42,Dec 2017,36.26,34.18,35.31,33.11
43,Jan 2018,36.06,37.44,37.86,34.51
44,Feb 2018,36.1,37.48,37.91,34.8
45,Mar 2018,39.8,36.97,38.33,33.85
46,Apr 2018,39.66,36.71,37.96,33.54
47,May 2018,38.97,34.35,35.44,33.91
48,Jun 2018,46.97,43.96,44.1,42.53
49,Jul 2018,58.04,52.32,52.22,57.79
50,Aug 2018,71.88,73.53,72.99,71.84
51,Sep 2018,43.26,39.79,39.38,39.49
52,Oct 2018,34.01,33.38,32.75,32.97
53,Nov 2018,35.09,32.16,33.98,31.83
54,Dec 2018,36.41,33.65,35.45,33.25
55,Jan 2019,36.73,38.13,38.57,34.84
56,Feb 2019,36.76,38.16,38.6,35.12
57,Mar 2019,40.51,37.63,39.01,34.16
58,Apr 2019,40.23,37.25,38.51,33.73
59,May 2019,39.54,34.86,35.95,34.1
60,Jun 2019,47.66,44.6,44.74,42.78
61,Jul 2019,58.84,53.05,52.94,58.08
62,Aug 2019,72.97,74.65,74.09,72.28
63,Sep 2019,43.91,40.38,39.96,39.72
64,Oct 2019,34.5,33.86,33.22,33.15
65,Nov 2019,35.58,32.61,34.46,32
66,Dec 2019,36.92,34.12,35.95,33.43
67,Jan 2020,36.8,38.11,38.64,34.6
68,Feb 2020,36.81,38.3,38.65,34.86
69,Mar 2020,40.56,37.68,39.05,33.9
70,Apr 2020,40.35,37.35,38.62,33.54
71,May 2020,39.69,34.98,36.09,33.94
72,Jun 2020,47.8,44.74,44.88,42.53
73,Jul 2020,58.97,53.17,53.06,57.7
74,Aug 2020,73.19,74.87,74.31,71.86
75,Sep 2020,44.04,40.5,40.08,39.5
76,Oct 2020,34.61,33.97,33.33,32.97
77,Nov 2020,35.68,32.7,34.55,31.81
78,Dec 2020,37.05,34.24,36.08,33.25
79,Jan 2021,36.36,37.66,38.17,34.02
80,Feb 2021,36.36,37.84,38.18,34.27
81,Mar 2021,40.07,37.22,38.58,33.32
82,Apr 2021,39.89,36.92,38.18,32.98
83,May 2021,39.23,34.58,35.67,33.38
84,Jun 2021,47.25,44.22,44.36,41.83
85,Jul 2021,58.39,52.64,52.54,56.85
86,Aug 2021,72.64,74.31,73.76,70.98
87,Sep 2021,43.77,40.26,39.84,39.06
88,Oct 2021,34.48,33.85,33.21,32.68
89,Nov 2021,35.55,32.58,34.43,31.53
90,Dec 2021,36.89,34.09,35.92,32.94
91,Jan 2022,37.59,37.61,39.4,33.68
