,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 09/12/2013,
6,As Of : 9/12/2013,
7,Term,Alberta
8,Sep 2013,80.61
9,Oct 2013,87.29
10,Nov 2013,85.7
11,Dec 2013,81.87
12,Jan 2014,95.25
13,Feb 2014,84.64
14,Mar 2014,69.43
15,Apr 2014,58.1
16,May 2014,63.28
17,Jun 2014,72.44
18,Jul 2014,92.87
19,Aug 2014,83.64
20,Sep 2014,72.52
21,Oct 2014,64.76
22,Nov 2014,65.75
23,Dec 2014,74.43
24,Jan 2015,74.85
25,Feb 2015,62.99
26,Mar 2015,53.56
27,Apr 2015,48.05
28,May 2015,52.22
29,Jun 2015,59.71
30,Jul 2015,79.5
31,Aug 2015,71.54
32,Sep 2015,62.02
33,Oct 2015,64.76
34,Nov 2015,65.68
35,Dec 2015,74.46
36,Jan 2016,90.97
37,Feb 2016,76.62
38,Mar 2016,65.01
39,Apr 2016,51.12
40,May 2016,55.6
41,Jun 2016,63.56
42,Jul 2016,81.25
43,Aug 2016,73.14
44,Sep 2016,63.41
45,Oct 2016,55.55
46,Nov 2016,56.39
47,Dec 2016,64.01
48,Jan 2017,94.79
49,Feb 2017,79.85
50,Mar 2017,67.77
51,Apr 2017,53.48
52,May 2017,58.18
53,Jun 2017,66.51
54,Jul 2017,84.99
55,Aug 2017,76.49
56,Sep 2017,66.31
57,Oct 2017,58.13
58,Nov 2017,59.14
59,Dec 2017,67.14
60,Jan 2018,100.35
61,Feb 2018,84.6
62,Mar 2018,71.85
63,Apr 2018,56.43
64,May 2018,61.39
65,Jun 2018,70.17
66,Jul 2018,89.65
67,Aug 2018,80.73
68,Sep 2018,69.99
69,Oct 2018,61.37
70,Nov 2018,62.76
71,Dec 2018,71.54
72,Jan 2019,100.89
73,Feb 2019,85.08
74,Mar 2019,72.3
75,Apr 2019,57.09
76,May 2019,62.18
77,Jun 2019,71.15
78,Jul 2019,91.01
79,Aug 2019,82.04
80,Sep 2019,71.19
81,Oct 2019,62.46
82,Nov 2019,63.9
83,Dec 2019,72.82
84,Jan 2020,97.53
85,Feb 2020,82.26
86,Mar 2020,69.96
87,Apr 2020,55.59
88,May 2020,60.54
89,Jun 2020,69.27
90,Jul 2020,88.6
91,Aug 2020,79.87
