,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 10/13/2013,
6,As Of : 10/11/2013,
7,Term,Alberta
8,Oct 2013,64.96
9,Nov 2013,71.61
10,Dec 2013,79.58
11,Jan 2014,89.49
12,Feb 2014,82.82
13,Mar 2014,72.14
14,Apr 2014,73.2
15,May 2014,62.68
16,Jun 2014,61.15
17,Jul 2014,94.14
18,Aug 2014,84.63
19,Sep 2014,73.25
20,Oct 2014,65.94
21,Nov 2014,66.81
22,Dec 2014,75.46
23,Jan 2015,78.82
24,Feb 2015,66.4
25,Mar 2015,56.4
26,Apr 2015,50.45
27,May 2015,54.79
28,Jun 2015,62.6
29,Jul 2015,74.43
30,Aug 2015,66.92
31,Sep 2015,58.01
32,Oct 2015,60.49
33,Nov 2015,61.36
34,Dec 2015,69.43
35,Jan 2016,88.55
36,Feb 2016,74.6
37,Mar 2016,63.31
38,Apr 2016,49.79
39,May 2016,54.12
40,Jun 2016,61.87
41,Jul 2016,79.04
42,Aug 2016,71.14
43,Sep 2016,61.67
44,Oct 2016,53.99
45,Nov 2016,54.81
46,Dec 2016,62.28
47,Jan 2017,92.69
48,Feb 2017,78.1
49,Mar 2017,66.3
50,Apr 2017,52.09
51,May 2017,56.66
52,Jun 2017,64.77
53,Jul 2017,82.77
54,Aug 2017,74.49
55,Sep 2017,64.58
56,Oct 2017,56.56
57,Nov 2017,57.49
58,Dec 2017,65.19
59,Jan 2018,99.61
60,Feb 2018,83.94
61,Mar 2018,71.29
62,Apr 2018,56.03
63,May 2018,60.96
64,Jun 2018,69.69
65,Jul 2018,89.04
66,Aug 2018,80.18
67,Sep 2018,69.52
68,Oct 2018,60.95
69,Nov 2018,62.29
70,Dec 2018,70.95
71,Jan 2019,99.96
72,Feb 2019,84.29
73,Mar 2019,71.64
74,Apr 2019,56.45
75,May 2019,61.48
76,Jun 2019,70.34
77,Jul 2019,89.99
78,Aug 2019,81.12
79,Sep 2019,70.39
80,Oct 2019,61.76
81,Nov 2019,63.12
82,Dec 2019,71.94
83,Jan 2020,97.16
84,Feb 2020,81.95
85,Mar 2020,69.7
86,Apr 2020,55.38
87,May 2020,60.31
88,Jun 2020,69.01
89,Jul 2020,88.27
90,Aug 2020,79.58
91,Sep 2020,69.08
