,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 07/04/2013,
6,As Of : 7/3/2013,
7,Term,Alberta
8,Jul 2013,139.22
9,Aug 2013,135.84
10,Sep 2013,123.33
11,Oct 2013,96.08
12,Nov 2013,82.6
13,Dec 2013,85
14,Jan 2014,88.96
15,Feb 2014,82.18
16,Mar 2014,75.46
17,Apr 2014,58.55
18,May 2014,63.82
19,Jun 2014,73.19
20,Jul 2014,99.07
21,Aug 2014,89.08
22,Sep 2014,77.26
23,Oct 2014,66.48
24,Nov 2014,68.88
25,Dec 2014,79.46
26,Jan 2015,72.99
27,Feb 2015,78.1
28,Mar 2015,71.11
29,Apr 2015,69.42
30,May 2015,63.33
31,Jun 2015,72.46
32,Jul 2015,93.31
33,Aug 2015,86.14
34,Sep 2015,74.95
35,Oct 2015,77.76
36,Nov 2015,77.55
37,Dec 2015,88.31
38,Jan 2016,92.32
39,Feb 2016,73.8
40,Mar 2016,67.1
41,Apr 2016,63.58
42,May 2016,71.27
43,Jun 2016,81.54
44,Jul 2016,97.28
45,Aug 2016,89.84
46,Sep 2016,78.24
47,Oct 2016,75.8
48,Nov 2016,75.99
49,Dec 2016,86.84
50,Jan 2017,96.39
51,Feb 2017,77.07
52,Mar 2017,70.11
53,Apr 2017,66.77
54,May 2017,74.83
55,Jun 2017,85.59
56,Jul 2017,102.09
57,Aug 2017,94.28
58,Sep 2017,82.18
59,Oct 2017,79.66
60,Nov 2017,80.21
61,Dec 2017,91.9
62,Jan 2018,101.13
63,Feb 2018,80.94
64,Mar 2018,73.7
65,Apr 2018,70.88
66,May 2018,79.44
67,Jun 2018,90.82
68,Jul 2018,108.26
69,Aug 2018,99.99
70,Sep 2018,87.16
71,Oct 2018,84.53
72,Nov 2018,85.03
73,Dec 2018,97.29
74,Jan 2019,101.87
75,Feb 2019,81.54
76,Mar 2019,74.31
77,Apr 2019,71.91
78,May 2019,80.72
79,Jun 2019,92.35
80,Jul 2019,110.13
81,Aug 2019,101.79
82,Sep 2019,88.71
83,Oct 2019,85.96
84,Nov 2019,86.3
85,Dec 2019,98.43
86,Jan 2020,110.94
87,Feb 2020,88.68
88,Mar 2020,80.9
89,Apr 2020,78.62
90,May 2020,88.36
91,Jun 2020,101.05
