,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,Power Forwards & Futures (Data),,,,
1,Source: OTC Global Holdings,,,,
2,Region: ERCOT,,,,
3,Forward Term: Monthly,,,,
4,Peak: Off Peak,,,,
5,As Of: 05/09/2016,,,,
6,As Of : 5/9/2016,,,,
7,Term,Houston Zone,North Zone,South Zone,West Zone
8,May 2016,13.49,12.68,12.62,12.18
9,Jun 2016,17.18,16.19,16.12,15.92
10,Jul 2016,20.27,19.97,19.74,19.6
11,Aug 2016,20.72,20.45,20.25,20.1
12,Sep 2016,19.95,18.53,18.49,18.21
13,Oct 2016,18.64,17.73,17.64,16.83
14,Nov 2016,19.44,18.73,18.5,17.69
15,Dec 2016,20.29,20.71,20.41,19.71
16,Jan 2017,22.99,22.79,22.54,20.66
17,Feb 2017,22.93,22.75,22.49,20.67
18,Mar 2017,22.49,21.42,21.37,18.34
19,Apr 2017,22.49,21.07,21.01,18.2
20,May 2017,21.48,19.98,19.87,17.51
21,Jun 2017,21.84,20.31,20.21,18.45
22,Jul 2017,25.53,24.99,24.69,23
23,Aug 2017,24.97,24.5,24.25,22.51
24,Sep 2017,23.46,21.47,21.41,19.59
25,Oct 2017,21.22,19.56,19.45,17.01
26,Nov 2017,20.54,19.14,18.88,16.52
27,Dec 2017,19.91,19.7,19.39,17.17
28,Jan 2018,24.53,24.55,24.28,21.31
29,Feb 2018,24.05,24.07,23.8,21.61
30,Mar 2018,23.67,22.51,22.46,19.83
31,Apr 2018,22.09,20.73,20.68,18.32
32,May 2018,21.19,19.88,19.78,17.47
33,Jun 2018,22.17,20.68,20.57,19.38
34,Jul 2018,25.57,25.38,25.09,23.63
35,Aug 2018,25.29,25.11,24.96,23.38
36,Sep 2018,23.79,21.95,21.89,20.37
37,Oct 2018,21.76,20.34,20.24,17.6
38,Nov 2018,21.51,20.3,20.04,17.44
39,Dec 2018,20.66,20.68,20.37,17.95
40,Jan 2019,24.55,24.56,24.3,20.99
41,Feb 2019,24.42,24.43,24.16,21.68
42,Mar 2019,23.97,22.8,22.73,19.83
43,Apr 2019,22.66,21.4,21.35,18.7
44,May 2019,21.63,20.22,20.12,17.62
45,Jun 2019,22.49,21.09,20.97,19.6
46,Jul 2019,26.05,25.51,25.24,23.47
47,Aug 2019,26.24,25.66,25.39,24.04
48,Sep 2019,24.03,22.17,22.23,20.4
49,Oct 2019,21.94,20.5,20.39,17.6
50,Nov 2019,21.71,20.44,20.16,17.24
51,Dec 2019,20.86,20.84,20.52,17.82
52,Jan 2020,25.07,25.06,24.79,22.77
53,Feb 2020,24.62,24.62,24.36,22.34
54,Mar 2020,24.25,23.06,23,20.46
55,Apr 2020,23.44,22.07,22.02,19.71
56,May 2020,22.69,21.21,21.09,18.9
57,Jun 2020,22.17,20.85,20.75,19.39
58,Jul 2020,25.68,25.58,25.34,24.15
59,Aug 2020,27.19,27.09,26.83,25.69
60,Sep 2020,24.35,22.5,22.44,21.03
61,Oct 2020,22.86,21.31,21.2,18.75
62,Nov 2020,22.59,21.26,20.98,18.62
63,Dec 2020,21.25,21.25,20.92,18.83
64,Jan 2021,26.29,26.29,26.02,25.33
65,Feb 2021,25.1,25.1,24.82,24.13
66,Mar 2021,24.63,23.39,23.34,22.08
67,Apr 2021,24.22,22.79,22.74,21.59
68,May 2021,23.47,21.88,21.75,20.68
69,Jun 2021,22.88,21.5,21.39,21.26
70,Jul 2021,26.98,26.88,26.64,26.55
71,Aug 2021,27.65,27.55,27.26,27.31
72,Sep 2021,25.2,23.26,23.2,23.02
73,Oct 2021,23.83,22.21,22.09,20.77
74,Nov 2021,23.11,21.72,21.43,20.2
75,Dec 2021,21.68,21.68,21.33,20.47
76,Jan 2022,27.08,27.08,26.79,26.07
77,Feb 2022,26.2,26.29,25.9,25.19
78,Mar 2022,25.77,24.52,24.42,23.11
79,Apr 2022,25.44,23.97,23.88,22.68
80,May 2022,24.64,23.01,22.84,21.71
81,Jun 2022,24.02,22.6,22.45,22.32
82,Jul 2022,28.31,28.24,27.95,27.86
83,Aug 2022,29.03,28.97,28.63,28.67
84,Sep 2022,26.48,24.47,24.37,24.19
85,Oct 2022,25.06,23.4,23.23,21.84
86,Nov 2022,24.28,22.85,22.51,21.21
87,Dec 2022,22.72,22.75,22.36,21.46
88,Jan 2023,28.37,28.37,28.07,27.31
89,Feb 2023,27.44,27.53,27.13,26.39
90,Mar 2023,27,25.69,25.59,24.21
91,Apr 2023,26.71,25.17,25.08,23.82
