,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 05/18/2013,
6,As Of : 5/17/2013,
7,Term,Alberta
8,May 2013,88.22
9,Jun 2013,107.72
10,Jul 2013,119.23
11,Aug 2013,112.07
12,Sep 2013,111.83
13,Oct 2013,82.09
14,Nov 2013,84.9
15,Dec 2013,83.13
16,Jan 2014,85.75
17,Feb 2014,82.44
18,Mar 2014,79.17
19,Apr 2014,54.6
20,May 2014,59.17
21,Jun 2014,67.78
22,Jul 2014,92.51
23,Aug 2014,83.52
24,Sep 2014,72.69
25,Oct 2014,61.72
26,Nov 2014,62.64
27,Dec 2014,70.92
28,Jan 2015,76.95
29,Feb 2015,63.05
30,Mar 2015,57.21
31,Apr 2015,49.65
32,May 2015,53.87
33,Jun 2015,61.54
34,Jul 2015,81.13
35,Aug 2015,73.18
36,Sep 2015,63.7
37,Oct 2015,67.25
38,Nov 2015,68.47
39,Dec 2015,77.59
40,Jan 2016,83.58
41,Feb 2016,68.55
42,Mar 2016,62.16
43,Apr 2016,57.06
44,May 2016,62.07
45,Jun 2016,70.96
46,Jul 2016,86.99
47,Aug 2016,78.43
48,Sep 2016,68.29
49,Oct 2016,67.73
50,Nov 2016,69.07
51,Dec 2016,78.34
52,Jan 2017,87.79
53,Feb 2017,72
54,Mar 2017,65.34
55,Apr 2017,60.09
56,May 2017,65.34
57,Jun 2017,74.68
58,Jul 2017,91.51
59,Aug 2017,82.55
60,Sep 2017,71.88
61,Oct 2017,71.27
62,Nov 2017,72.9
63,Dec 2017,82.75
64,Jan 2018,88.85
65,Feb 2018,72.85
66,Mar 2018,66.09
67,Apr 2018,61.1
68,May 2018,66.47
69,Jun 2018,75.95
70,Jul 2018,93.08
71,Aug 2018,83.95
72,Sep 2018,73.11
73,Oct 2018,72.52
74,Nov 2018,74.22
75,Dec 2018,84.37
76,Jan 2019,89.33
77,Feb 2019,73.26
78,Mar 2019,66.51
79,Apr 2019,61.93
80,May 2019,67.45
81,Jun 2019,77.14
82,Jul 2019,94.52
83,Aug 2019,85.28
84,Sep 2019,74.28
85,Oct 2019,73.7
86,Nov 2019,75.35
87,Dec 2019,85.46
88,Jan 2020,96.05
89,Feb 2020,78.78
90,Mar 2020,71.58
91,Apr 2020,66.87
