,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,Power Forwards & Futures (Data),,,,
1,Source: OTC Global Holdings,,,,
2,Region: ERCOT,,,,
3,Forward Term: Monthly,,,,
4,Peak: Off Peak,,,,
5,As Of: 05/31/2016,,,,
6,As Of : 5/31/2016,,,,
7,Term,Houston Zone,North Zone,South Zone,West Zone
8,May 2016,14.51,13.64,13.57,13.1
9,Jun 2016,16.13,15.2,15.13,14.95
10,Jul 2016,20.43,20.13,19.89,19.74
11,Aug 2016,20.41,20.14,19.94,19.79
12,Sep 2016,20.5,19.02,18.97,18.68
13,Oct 2016,19.99,18.47,18.56,17.72
14,Nov 2016,20.4,19.09,19.11,18.28
15,Dec 2016,21.12,20.91,20.88,20.18
16,Jan 2017,23.18,22.99,22.74,20.83
17,Feb 2017,23.15,22.97,22.72,20.87
18,Mar 2017,22.86,21.77,21.72,18.64
19,Apr 2017,22.86,21.43,21.37,18.53
20,May 2017,21.83,20.32,20.21,17.83
21,Jun 2017,21.85,20.31,20.21,18.45
22,Jul 2017,25.48,24.93,24.63,22.91
23,Aug 2017,25.03,24.55,24.3,22.53
24,Sep 2017,23.5,21.48,21.42,19.58
25,Oct 2017,21.36,19.68,19.57,17.1
26,Nov 2017,20.6,19.18,18.92,16.53
27,Dec 2017,20.23,20.02,19.7,17.44
28,Jan 2018,25.14,25.17,24.89,21.86
29,Feb 2018,24.49,24.51,24.24,22.02
30,Mar 2018,23.93,22.76,22.7,20.06
31,Apr 2018,22.52,21.15,21.09,18.7
32,May 2018,21.61,20.28,20.17,17.84
33,Jun 2018,22.08,20.59,20.48,19.31
34,Jul 2018,25.17,24.98,24.69,23.23
35,Aug 2018,25.15,24.97,24.82,23.25
36,Sep 2018,23.5,21.66,21.6,20.08
37,Oct 2018,21.81,20.38,20.28,17.64
38,Nov 2018,21.41,20.2,19.94,17.33
39,Dec 2018,20.92,20.95,20.63,18.17
40,Jan 2019,24.72,24.74,24.47,21.15
41,Feb 2019,24.53,24.53,24.26,21.79
42,Mar 2019,24.2,23.01,22.95,20.03
43,Apr 2019,22.92,21.65,21.6,18.93
44,May 2019,21.98,20.56,20.45,17.93
45,Jun 2019,22.56,21.16,21.04,19.67
46,Jul 2019,25.75,25.21,24.94,23.17
47,Aug 2019,26.27,25.68,25.41,24.05
48,Sep 2019,23.86,21.99,22.05,20.2
49,Oct 2019,22.08,20.63,20.53,17.71
50,Nov 2019,21.7,20.41,20.14,17.2
51,Dec 2019,20.95,20.93,20.6,17.89
52,Jan 2020,25.35,25.35,25.08,23.04
53,Feb 2020,24.83,24.83,24.56,22.53
54,Mar 2020,24.35,23.15,23.1,20.55
55,Apr 2020,23.55,22.18,22.13,19.82
56,May 2020,22.75,21.28,21.15,18.97
57,Jun 2020,22.22,20.89,20.79,19.43
58,Jul 2020,25.37,25.27,25.03,23.83
59,Aug 2020,27.01,26.92,26.66,25.52
60,Sep 2020,24.09,22.23,22.18,20.76
61,Oct 2020,22.91,21.36,21.24,18.79
62,Nov 2020,22.47,21.14,20.86,18.49
63,Dec 2020,21.24,21.24,20.91,18.82
64,Jan 2021,26.49,26.49,26.21,25.52
65,Feb 2021,25.2,25.2,24.92,24.24
66,Mar 2021,24.69,23.45,23.39,22.14
67,Apr 2021,24.32,22.89,22.84,21.7
68,May 2021,23.6,22.01,21.89,20.81
69,Jun 2021,22.91,21.53,21.42,21.3
70,Jul 2021,26.68,26.58,26.35,26.26
71,Aug 2021,27.64,27.53,27.24,27.29
72,Sep 2021,24.9,22.96,22.9,22.72
73,Oct 2021,23.94,22.41,22.19,20.86
74,Nov 2021,23.32,22.16,21.65,19.2
75,Dec 2021,22,22.22,21.66,19.49
76,Jan 2022,27.67,27.67,27.39,26.66
77,Feb 2022,26.33,26.33,26.04,25.33
78,Mar 2022,25.82,24.53,24.47,23.16
79,Apr 2022,25.56,24.05,24,22.8
80,May 2022,24.79,23.13,22.99,21.86
81,Jun 2022,24.06,22.61,22.49,22.37
82,Jul 2022,28.01,27.9,27.66,27.57
83,Aug 2022,29.02,28.92,28.61,28.66
84,Sep 2022,26.16,24.12,24.05,23.87
85,Oct 2022,25.17,23.57,23.33,21.94
86,Nov 2022,24.5,23.27,22.74,20.16
87,Dec 2022,23.06,23.29,22.7,20.43
88,Jan 2023,28.95,28.95,28.65,27.89
89,Feb 2023,27.56,27.56,27.25,26.51
90,Mar 2023,27.05,25.69,25.63,24.26
91,Apr 2023,26.86,25.28,25.22,23.96
