,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,Power Forwards & Futures (Data),,,,
1,Source: OTC Global Holdings,,,,
2,Region: ERCOT,,,,
3,Forward Term: Monthly,,,,
4,Peak: On Peak,,,,
5,As Of: 08/14/2015,,,,
6,As Of : 8/14/2015,,,,
7,Term,Houston Zone,North Zone,South Zone,West Zone
8,Aug 2015,62.39,61.5,62.04,63.39
9,Sep 2015,35.83,33.12,34.6,33.55
10,Oct 2015,32.28,29.72,29.52,29.34
11,Nov 2015,29.84,28.57,28.35,28.15
12,Dec 2015,28.64,28.56,28.31,28.08
13,Jan 2016,31.38,31.38,31.69,30.27
14,Feb 2016,31.44,31.46,31.78,30.58
15,Mar 2016,30.11,29.53,31.37,27.58
16,Apr 2016,37.79,34.39,36.33,32.36
17,May 2016,32.68,29.68,30.7,28.2
18,Jun 2016,39.08,35.85,36.26,35.24
19,Jul 2016,47.85,46.34,48.06,48.19
20,Aug 2016,66.92,65.32,66.96,67.16
21,Sep 2016,36.97,33.99,34.21,34.2
22,Oct 2016,32.25,30.17,28.79,29.13
23,Nov 2016,30.94,29.85,29.93,29.01
24,Dec 2016,32.04,30.26,31.2,29.39
25,Jan 2017,34.03,33.78,33.73,31.79
26,Feb 2017,34.17,33.9,33.86,32.16
27,Mar 2017,36.48,33.93,35.51,31.76
28,Apr 2017,36.33,33.62,35.16,31.35
29,May 2017,35.46,30.54,32.73,30.89
30,Jun 2017,42.25,38.76,39.86,38.21
31,Jul 2017,52.28,46.6,49.25,52.27
32,Aug 2017,65.25,66.43,64.86,65.39
33,Sep 2017,38.9,35,36.2,35.06
34,Oct 2017,32.36,31.53,33.52,27.99
35,Nov 2017,33.46,30.45,31.87,29.44
36,Dec 2017,34.66,31.8,31.9,30.73
37,Jan 2018,33.89,34.07,33.59,31.16
38,Feb 2018,33.95,34.11,33.64,31.48
39,Mar 2018,36.28,34.2,35.32,31.1
40,Apr 2018,35.59,33.38,34.44,30.24
41,May 2018,34.78,30.35,32.11,29.82
42,Jun 2018,41.55,38.64,39.2,37
43,Jul 2018,51.54,46.54,48.55,50.75
44,Aug 2018,64.28,66.31,63.89,63.44
45,Sep 2018,38.32,34.93,35.67,34
46,Oct 2018,31.82,29.38,32.97,29.01
47,Nov 2018,32.9,28.36,31.34,28.86
48,Dec 2018,34,29.7,31.29,29.16
49,Jan 2019,34.32,34.5,34.02,31.41
50,Feb 2019,34.38,34.54,34.07,31.73
51,Mar 2019,36.75,34.64,35.78,31.35
52,Apr 2019,36.22,33.97,35.04,30.63
53,May 2019,35.42,30.91,32.69,30.23
54,Jun 2019,42.28,39.3,39.88,37.47
55,Jul 2019,52.39,47.32,49.35,51.35
56,Aug 2019,65.38,67.44,64.98,64.21
57,Sep 2019,39,35.55,36.3,34.45
58,Oct 2019,32.38,29.9,33.55,29.38
59,Nov 2019,33.45,28.83,31.86,29.2
60,Dec 2019,34.74,30.33,31.97,29.64
61,Jan 2020,34.93,35.11,34.62,31.69
62,Feb 2020,34.98,35.15,34.67,32.01
63,Mar 2020,37.42,35.26,36.43,31.64
64,Apr 2020,36.96,34.67,35.76,30.99
65,May 2020,36.14,31.55,33.37,30.58
66,Jun 2020,43.08,40.05,40.65,37.84
67,Jul 2020,53.28,48.12,50.19,51.76
68,Aug 2020,66.66,68.77,66.25,64.9
69,Sep 2020,39.8,36.28,37.05,34.84
70,Oct 2020,33.13,30.59,34.32,29.79
71,Nov 2020,34.21,29.5,32.59,29.6
72,Dec 2020,35.51,31.01,32.68,30.04
73,Jan 2021,34.97,35.15,34.66,31.36
74,Feb 2021,35.03,35.2,34.71,31.68
75,Mar 2021,37.48,35.32,36.49,31.33
76,Apr 2021,37.18,34.88,35.98,30.8
77,May 2021,36.36,31.74,33.56,30.4
78,Jun 2021,43.35,40.31,40.9,37.64
79,Jul 2021,53.72,48.52,50.6,51.58
80,Aug 2021,67.31,69.43,66.9,64.77
81,Sep 2021,40.25,36.68,37.46,34.82
82,Oct 2021,33.55,30.98,34.77,29.82
83,Nov 2021,34.62,29.85,32.98,29.61
84,Dec 2021,35.87,31.33,33.01,30
85,Jan 2022,36.31,35.66,35.98,31.66
86,Feb 2022,36.4,35.74,36.07,32.01
87,Mar 2022,39.03,35.94,37.99,31.71
88,Apr 2022,38.91,35.66,37.64,31.34
89,May 2022,37.94,32.35,35.02,30.84
90,Jun 2022,45.18,41.05,42.62,38.14
91,Jul 2022,55.93,49.36,52.68,52.22
