,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,Power Forwards & Futures (Data),,,,
1,Source: OTC Global Holdings,,,,
2,Region: ERCOT,,,,
3,Forward Term: Monthly,,,,
4,Peak: Off Peak,,,,
5,As Of: 04/07/2015,,,,
6,As Of : 4/7/2015,,,,
7,Term,Houston Zone,North Zone,South Zone,West Zone
8,Apr 2015,22.23,21.3,21.52,20.83
9,May 2015,21.68,19.22,20.05,18.15
10,Jun 2015,21.56,19.77,20.17,19.38
11,Jul 2015,27.32,23.5,25.32,25.43
12,Aug 2015,25.32,25.25,23.42,23.53
13,Sep 2015,24.15,22.07,22.31,21.73
14,Oct 2015,23.54,21.22,21.68,20.62
15,Nov 2015,24.07,21.54,22.19,21.11
16,Dec 2015,24.28,22.88,22.45,21.37
17,Jan 2016,27.16,25.7,25.71,24.68
18,Feb 2016,27.22,25.55,25.79,24.74
19,Mar 2016,26.97,24.18,24.04,21.2
20,Apr 2016,27.48,23.6,25.55,21.58
21,May 2016,25.89,22.89,23.72,20.64
22,Jun 2016,26.7,24.12,24.51,22.8
23,Jul 2016,29.02,26.13,27.93,26.98
24,Aug 2016,28.79,27.8,25.98,26.59
25,Sep 2016,26.29,23.49,23.74,22.33
26,Oct 2016,25.74,22.86,23.32,20.89
27,Nov 2016,25.84,22.9,23.54,20.99
28,Dec 2016,25.97,24.15,23.72,21.2
29,Jan 2017,29.5,27.81,27.86,25.79
30,Feb 2017,29.45,27.85,27.64,25.81
31,Mar 2017,30.43,26,27.04,22.34
32,Apr 2017,29.88,25.78,26.32,22.09
33,May 2017,27.7,24.23,25.2,21.24
34,Jun 2017,28.88,22.19,26.71,24.45
35,Jul 2017,29.95,29.48,28.93,27.39
36,Aug 2017,30.14,29.49,28.71,27.44
37,Sep 2017,28.91,26.71,25.9,23.52
38,Oct 2017,28.33,25.84,25.56,22.22
39,Nov 2017,28.4,25.9,25.24,22.28
40,Dec 2017,28.51,26.15,26.6,22.51
41,Jan 2018,29.96,28.33,28.3,26.42
42,Feb 2018,29.83,28.29,28,26.39
43,Mar 2018,30.75,26.36,27.33,22.81
44,Apr 2018,29.64,25.63,26.1,22.12
45,May 2018,27.46,24.08,24.98,21.26
46,Jun 2018,28.57,22,26.42,24.43
47,Jul 2018,29.58,28.91,28.56,27.3
48,Aug 2018,29.76,28.9,28.34,27.35
49,Sep 2018,28.59,26.21,25.62,23.48
50,Oct 2018,28.03,25.64,25.29,22.18
51,Nov 2018,28.09,25.68,24.97,22.25
52,Dec 2018,28.17,25.91,26.28,22.45
53,Jan 2019,30.15,28.56,28.48,26.5
54,Feb 2019,30.02,28.51,28.19,26.46
55,Mar 2019,30.97,26.58,27.52,22.89
56,Apr 2019,29.91,25.87,26.35,22.21
57,May 2019,27.69,24.27,25.19,21.32
58,Jun 2019,28.8,22.18,26.64,24.51
59,Jul 2019,29.79,29.11,28.77,27.37
60,Aug 2019,30.02,29.16,28.6,27.45
61,Sep 2019,28.84,26.44,25.84,27.42
62,Oct 2019,28.27,25.85,25.5,22.25
63,Nov 2019,28.39,25.93,25.24,22.35
64,Dec 2019,28.51,26.18,26.6,22.57
65,Jan 2020,28.99,27.48,27.39,24.72
66,Feb 2020,28.87,27.44,27.11,24.68
67,Mar 2020,29.78,25.58,26.47,21.34
68,Apr 2020,29.01,25.09,25.55,20.88
69,May 2020,26.86,23.55,24.44,20.05
70,Jun 2020,27.91,21.5,25.82,23.02
71,Jul 2020,28.85,28.2,27.86,25.68
72,Aug 2020,29.12,28.28,27.74,25.8
73,Sep 2020,27.98,25.64,25.07,25.77
74,Oct 2020,27.45,25.08,24.77,20.93
75,Nov 2020,27.57,25.18,24.51,21.03
76,Dec 2020,27.69,25.41,25.83,21.23
77,Jan 2021,28.86,27.34,27.27,25.09
78,Feb 2021,28.75,27.31,26.99,25.06
79,Mar 2021,29.67,25.46,26.37,21.69
80,Apr 2021,28.99,25.07,25.54,21.28
81,May 2021,26.85,23.53,24.43,20.43
82,Jun 2021,27.89,21.46,25.8,23.45
83,Jul 2021,28.85,28.18,27.86,26.19
84,Aug 2021,29.16,28.31,27.78,26.35
85,Sep 2021,28.05,25.71,25.13,26.37
86,Oct 2021,27.57,25.21,24.87,21.46
87,Nov 2021,27.65,25.28,24.58,21.54
88,Dec 2021,27.69,25.46,25.83,21.7
89,Jan 2022,30.11,28.33,28.42,25.01
90,Feb 2022,29.98,28.27,28.13,24.97
91,Mar 2022,30.95,26.38,27.48,21.62
