,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,Power Forwards & Futures (Data),,,,
1,Source: OTC Global Holdings,,,,
2,Region: ERCOT,,,,
3,Forward Term: Monthly,,,,
4,Peak: Off Peak,,,,
5,As Of: 06/21/2016,,,,
6,As Of : 6/21/2016,,,,
7,Term,Houston Zone,North Zone,South Zone,West Zone
8,Jun 2016,17.93,16.9,16.82,16.62
9,Jul 2016,23.78,23.35,23.06,22.87
10,Aug 2016,24.32,23.95,23.72,23.53
11,Sep 2016,23.13,21.52,21.46,21.13
12,Oct 2016,22.17,20.38,20.48,19.53
13,Nov 2016,22.44,20.79,20.81,19.9
14,Dec 2016,22.28,21.95,21.92,21.16
15,Jan 2017,25.17,24.96,24.69,22.65
16,Feb 2017,24.73,24.54,24.27,22.29
17,Mar 2017,24.38,23.22,23.17,19.88
18,Apr 2017,23.49,21.99,21.93,18.97
19,May 2017,22.51,20.94,20.83,18.35
20,Jun 2017,22.12,20.53,20.42,18.61
21,Jul 2017,25.37,24.81,24.49,22.74
22,Aug 2017,25.36,24.87,24.61,22.8
23,Sep 2017,23.93,21.87,21.81,19.94
24,Oct 2017,21.45,19.74,19.63,17.11
25,Nov 2017,20.64,19.2,18.94,16.52
26,Dec 2017,20.08,19.86,19.54,17.27
27,Jan 2018,24.94,24.96,24.69,21.98
28,Feb 2018,24.23,24.25,23.98,22.08
29,Mar 2018,23.14,21.97,21.91,19.56
30,Apr 2018,21.12,19.76,19.71,17.62
31,May 2018,20.8,19.49,19.12,17.36
32,Jun 2018,20.96,19.5,19.66,18.5
33,Jul 2018,25.13,24.95,24.67,23.51
34,Aug 2018,26.16,25.98,25.84,24.56
35,Sep 2018,22.13,20.33,20.27,19.05
36,Oct 2018,20.91,19.51,19.42,17.1
37,Nov 2018,21.07,19.88,19.62,17.35
38,Dec 2018,20.22,20.24,19.93,17.84
39,Jan 2019,23.92,23.93,23.67,20.41
40,Feb 2019,23.36,23.37,23.11,20.68
41,Mar 2019,22.5,21.33,21.27,18.41
42,Apr 2019,20.99,19.76,19.71,17.13
43,May 2019,20.54,19.16,19.06,16.62
44,Jun 2019,21.41,20.05,19.93,18.61
45,Jul 2019,26.01,25.49,25.23,23.52
46,Aug 2019,27.06,26.5,26.24,24.92
47,Sep 2019,22.16,20.36,20.42,18.64
48,Oct 2019,20.54,19.14,19.04,16.32
49,Nov 2019,20.5,19.26,19,16.16
50,Dec 2019,19.94,19.91,19.6,16.98
51,Jan 2020,23.86,23.86,23.6,21.63
52,Feb 2020,22.98,22.98,22.72,20.75
53,Mar 2020,22.71,21.55,21.5,19.04
54,Apr 2020,21.44,20.13,20.09,17.88
55,May 2020,20.83,19.42,19.3,17.21
56,Jun 2020,20.58,19.32,19.22,17.92
57,Jul 2020,25.8,25.71,25.48,24.33
58,Aug 2020,27.77,27.68,27.43,26.34
59,Sep 2020,22.83,21.06,21,19.64
60,Oct 2020,21.61,20.13,20.02,17.67
61,Nov 2020,21.75,20.47,20.2,17.93
62,Dec 2020,20.67,20.67,20.35,18.34
63,Jan 2021,24.81,24.81,24.54,23.88
64,Feb 2021,23.13,23.13,22.86,22.21
65,Mar 2021,22.82,21.63,21.58,20.38
66,Apr 2021,22.18,20.81,20.76,19.67
67,May 2021,21.58,20.06,19.93,18.91
68,Jun 2021,21.34,20.01,19.91,19.79
69,Jul 2021,26.98,26.89,26.66,26.58
70,Aug 2021,28.6,28.5,28.23,28.27
71,Sep 2021,23.67,21.8,21.75,21.58
72,Oct 2021,22.59,21.04,20.92,19.64
73,Nov 2021,22.3,21.4,20.67,19.49
74,Dec 2021,21.39,21.56,21.06,18.97
75,Jan 2022,25.88,25.88,25.6,24.9
76,Feb 2022,24.16,24.16,23.88,23.2
77,Mar 2022,23.87,22.63,22.57,21.31
78,Apr 2022,23.4,21.96,21.9,20.75
79,May 2022,22.76,21.16,21.03,19.95
80,Jun 2022,22.49,21.09,20.98,20.86
81,Jul 2022,28.42,28.32,28.08,28
82,Aug 2022,30.11,30.01,29.72,29.76
83,Sep 2022,24.94,22.98,22.92,22.74
84,Oct 2022,23.85,22.21,22.08,20.74
85,Nov 2022,23.52,22.58,21.81,20.56
86,Dec 2022,22.51,22.7,22.16,19.97
87,Jan 2023,27.18,27.18,26.9,26.16
88,Feb 2023,25.39,25.39,25.1,24.38
89,Mar 2023,25.08,23.77,23.71,22.39
90,Apr 2023,24.53,23.02,22.96,21.75
91,May 2023,23.83,22.16,22.02,20.88
