,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
0,Power Forwards & Futures (Data),,,,,,,,,,,
1,Source: OTC Global Holdings,,,,,,,,,,,
2,Region: ERCOT,,,,,,,,,,,
3,Forward Term: Monthly,,,,,,,,,,,
4,Peak: Off Peak,,,,,,,,,,,
5,As Of: 11/26/2018,,,,,,,,,,,
6,As Of : 11/26/2018,,,,,,,,,,,
7,Term,AEN,CPS,DC_E,DC_N,DC_R,Houston Zone,LCRA,North Zone,OKLA,South Zone,West Zone
8,Nov 2018,28.1603,30.621,28.9584,26.5709,29.5158,27.875,28.0729,27.6427,28.3917,27.3636,26.1259
9,Dec 2018,32.3099,34.3326,32.0544,31.0086,33.7508,35.5463,32.2802,31.6703,33.1337,31.2988,28.3092
10,Jan 2019,32.6956,34.576,32.2888,31.1528,34.251,31.7625,32.6647,31.9932,33.446,32.3241,29.3755
11,Feb 2019,31.4759,33.3992,31.1736,29.9002,33.167,30.7296,31.4756,30.959,32.3294,31.368,28.4655
12,Mar 2019,28.7966,29.7424,28.6865,27.3395,30.5898,29.1588,28.7909,28.6703,28.7758,29.3781,25.3607
13,Apr 2019,22.407,23.8081,22.3342,20.8116,24.407,23.6342,22.3961,22.457,22.9735,23.8756,19.7102
14,May 2019,21.6852,23.0351,21.7853,19.9171,23.9016,23.3392,21.6866,21.8868,22.3593,23.3291,19.3249
15,Jun 2019,26.4894,28.0705,26.7163,24.4901,29.0981,28.9984,26.5157,27.0524,27.5865,28.5346,25.3888
16,Jul 2019,30.7423,32.1512,30.9864,28.6468,33.4965,32.5527,30.7745,31.5134,31.7219,32.5426,30.7162
17,Aug 2019,31.665,32.9698,31.9283,29.5581,34.5513,33.334,31.7093,32.3726,32.526,33.6983,31.1785
18,Sep 2019,26.4579,27.4424,26.7727,24.3457,29.4871,28.406,26.5078,26.7017,26.9852,28.335,25.1698
19,Oct 2019,21.2855,21.8956,21.5736,19.0969,24.3585,22.0084,21.3359,21.0639,21.4626,22.242,18.4639
20,Nov 2019,20.8056,21.3188,21.1076,18.5911,23.9521,21.0053,20.8523,20.4969,21.0057,21.6763,18.0365
21,Dec 2019,24.5621,22.5756,24.368,23.5733,25.6565,21.891,24.5394,21.7791,22.1952,22.807,19.6012
22,Jan 2020,21.3507,23.5123,21.0883,20.3516,22.3498,22.7755,21.3295,22.4889,23.1061,22.3918,18.7764
23,Feb 2020,20.7522,23.033,20.5543,19.7168,21.8602,22.2436,20.7516,21.936,22.6242,21.9,18.3336
24,Mar 2020,18.856,20.4407,18.7839,17.9018,20.0301,21.2271,18.8522,20.1298,20.0226,20.3371,15.8064
25,Apr 2020,17.7058,18.577,17.6475,16.4429,19.2909,19.8128,17.6975,17.5429,18.1407,18.4922,13.8365
26,May 2020,17.5863,18.0542,17.666,16.1489,19.3912,19.6498,17.5878,17.0139,17.5674,17.9732,13.6019
27,Jun 2020,21.7656,18.9671,21.9501,20.118,23.9199,20.8793,21.7879,18.0919,18.4689,19.082,15.4249
28,Jul 2020,25.5398,27.0216,25.7403,23.7932,27.8402,28.1525,25.5673,26.0819,26.4943,26.5758,23.7331
29,Aug 2020,26.3123,28.0729,26.5291,24.5563,28.7218,29.1075,26.3498,27.109,27.5238,27.8777,24.273
30,Sep 2020,21.976,19.6797,22.2361,20.2182,24.4995,21.3607,22.0178,18.8196,19.1241,19.9412,16.278
31,Oct 2020,17.6031,18.0351,17.8406,15.7914,20.1486,18.9865,17.645,17.073,17.4544,17.798,13.5618
32,Nov 2020,17.3625,18.2718,17.6142,15.5135,19.9906,18.5441,17.4017,17.1893,17.6323,17.8938,13.8321
33,Dec 2020,20.6015,19.6137,20.4386,19.7718,21.5203,19.3993,20.5826,18.5528,18.9504,19.0952,15.4211
34,Jan 2021,19.6941,22.5858,19.452,18.7725,20.6157,22.1371,19.6745,21.2433,21.9174,20.9558,17.3582
35,Feb 2021,19.2069,21.9641,19.0237,18.2486,20.2325,21.5479,19.2063,20.633,21.2446,20.4265,16.8791
36,Mar 2021,17.7469,20.2605,17.6791,16.8489,18.852,21.3832,17.7434,19.6657,19.4343,19.7231,15.0653
37,Apr 2021,17.4077,19.3868,17.3503,16.166,18.9661,20.9417,17.3995,18.0866,18.4005,18.9258,14.166
38,May 2021,17.3479,18.8414,17.4266,15.93,19.1283,20.6874,17.3494,17.4868,17.6471,18.3461,13.85
39,Jun 2021,21.2526,19.7069,21.4327,19.6438,23.356,21.8443,21.2743,18.3913,18.3677,19.261,15.4991
40,Jul 2021,24.6938,23.2859,24.8876,23.005,26.9179,24.6341,24.7204,22.0481,21.8765,22.3705,19.8555
41,Aug 2021,25.5528,24.3347,25.7633,23.8475,27.8928,25.7197,25.5892,23.0945,22.9138,23.7018,20.4156
42,Sep 2021,21.451,20.4376,21.7049,19.7351,23.9142,22.3525,21.4918,19.1336,18.9818,20.1459,16.3548
43,Oct 2021,17.2372,18.8559,17.4697,15.4631,19.7298,19.9495,17.2782,17.4686,17.3681,18.0739,13.6989
44,Nov 2021,17.002,19.0816,17.2484,15.1914,19.5755,19.4437,17.0403,17.5307,17.5125,18.1361,13.9136
45,Dec 2021,20.0874,20.2637,19.9285,19.2783,20.9832,20.0857,20.0689,18.732,18.7029,19.1448,15.3408
46,Jan 2022,17.0475,20.5261,16.838,16.2498,17.8452,19.3253,17.0305,18.8668,18.9747,19.0747,16.5259
47,Feb 2022,16.6308,19.9624,16.4722,15.8011,17.5188,18.6533,16.6303,18.2447,18.2434,18.5852,16.0563
48,Mar 2022,15.5746,18.488,15.515,14.7865,16.5444,18.9875,15.5715,17.6321,16.9438,18.2172,14.4445
49,Apr 2022,15.3171,17.6925,15.2666,14.2246,16.6884,18.5558,15.3099,15.9068,15.644,17.2456,13.2894
50,May 2022,15.2857,17.3536,15.355,14.0363,16.8545,18.5451,15.287,15.4888,14.9731,16.8379,13.1361
51,Jun 2022,18.6929,17.9457,18.8513,17.2778,20.543,19.2472,18.712,16.0493,15.1849,17.4288,14.6142
52,Jul 2022,21.6902,21.0287,21.8605,20.2068,23.6438,21.5763,21.7136,19.2578,18.1939,20.1681,18.9461
53,Aug 2022,22.3903,21.6692,22.5748,20.8961,24.4407,22.1358,22.4222,19.8997,18.825,21.1253,19.1298
54,Sep 2022,18.7521,18.5193,18.9741,17.2521,20.9054,19.5326,18.7878,16.5795,15.4836,18.1523,15.3383
55,Oct 2022,15.0322,16.9956,15.235,13.4851,17.2059,17.3875,15.068,15.1438,14.0804,16.2386,12.6684
56,Nov 2022,14.8029,17.1535,15.0174,13.2264,17.0435,16.8598,14.8362,15.2263,14.1978,16.3313,12.9036
57,Dec 2022,17.4235,17.5534,17.2858,16.7218,18.2006,17.4317,17.4075,16.3998,16.2366,17.3315,14.4243
58,Jan 2023,17.8815,21.5327,17.6617,17.0448,18.7183,20.2543,17.8637,19.2755,19.9052,18.9666,15.5986
59,Feb 2023,17.4442,20.941,17.2778,16.5739,18.3756,19.5497,17.4437,18.8168,19.1377,18.579,15.2716
60,Mar 2023,16.3357,19.3937,16.2733,15.5092,17.353,19.8993,16.3325,18.0928,17.7738,18.1399,13.6383
61,Apr 2023,16.186,18.698,16.1326,15.0315,17.635,19.5925,16.1783,16.7154,16.5331,17.5456,12.7684
62,May 2023,16.2576,18.459,16.3313,14.9288,17.9261,19.7082,16.259,16.3082,15.9268,17.1688,12.7784
63,Jun 2023,19.9178,19.1236,20.0866,18.41,21.8891,20.4917,19.9381,17.2041,16.1817,18.065,14.4311
64,Jul 2023,23.1344,22.4311,23.3159,21.5522,25.2181,22.9941,23.1593,20.8471,19.4073,21.1496,18.9293
65,Aug 2023,23.9626,23.1931,24.1599,22.3634,26.1569,23.6708,23.9967,21.7531,20.1489,22.351,19.2255
66,Sep 2023,20.1945,19.9458,20.4335,18.5792,22.5134,21.0178,20.2329,18.1412,16.6763,19.1654,15.4723
67,Oct 2023,16.2534,18.3782,16.4727,14.5806,18.6037,18.7846,16.2921,16.3917,15.2257,16.998,12.7495
68,Nov 2023,16.0242,18.5706,16.2564,14.3177,18.4497,18.2359,16.0603,16.5352,15.3707,17.1518,13.1073
69,Dec 2023,18.8649,19.0074,18.7158,18.1051,19.7063,18.8583,18.8476,17.7485,17.5815,18.1416,14.5883
70,Jan 2024,16.7926,20.2162,16.5862,16.0068,17.5784,19.0498,16.7759,17.9168,18.6882,19.3548,16.3148
71,Feb 2024,16.4287,19.7169,16.272,15.609,17.3059,18.4396,16.4282,17.5696,18.019,18.9877,16.0288
72,Mar 2024,15.4814,18.3747,15.4222,14.6981,16.4455,18.8873,15.4784,16.9465,16.8399,18.6506,14.3659
73,Apr 2024,15.3785,17.7606,15.3278,14.2816,16.7552,18.6432,15.3712,15.7095,15.7042,18.0462,13.4761
74,May 2024,15.4261,17.5104,15.4961,14.1653,17.0094,18.7286,15.4275,15.2301,15.1083,17.5675,13.3128
75,Jun 2024,18.8611,18.1042,19.0209,17.4332,20.7278,19.4339,18.8804,16.1888,15.3191,18.5859,15.1481
76,Jul 2024,21.8799,21.2091,22.0517,20.3835,23.8507,21.7802,21.9035,19.7066,18.3501,21.915,20.0927
77,Aug 2024,22.6486,21.9155,22.8352,21.1371,24.7227,22.4066,22.6809,20.8488,19.0389,23.4422,20.6538
78,Sep 2024,19.0786,18.8385,19.3044,17.5525,21.2694,19.8863,19.1149,17.3418,15.7505,20.0222,16.6169
79,Oct 2024,15.3436,17.3446,15.5505,13.7644,17.5624,17.7598,15.3801,15.7212,14.3695,17.8443,13.7832
80,Nov 2024,15.109,17.5051,15.328,13.5,17.396,17.2202,15.1431,15.9261,14.4888,18.0796,14.2225
81,Dec 2024,17.7692,17.8984,17.6287,17.0535,18.5617,17.7895,17.7529,17.06,16.5557,19.0796,15.8047
82,Jan 2025,16.2238,19.5269,16.0244,15.4646,16.983,18.4261,16.2077,17.4857,18.051,18.7212,15.7823
83,Feb 2025,15.9051,19.0839,15.7534,15.1115,16.7544,17.8727,15.9046,17.2402,17.4405,18.404,15.5377
84,Mar 2025,15.0261,17.83,14.9686,14.2658,15.9618,18.3531,15.0231,16.6469,16.3407,18.1232,13.9611
85,Apr 2025,14.9836,17.3003,14.9342,13.9148,16.325,18.1856,14.9765,15.2551,15.2972,17.6033,13.1467
86,May 2025,15.0285,17.0548,15.0967,13.8002,16.571,18.2669,15.0298,14.826,14.7152,17.1346,12.986
87,Jun 2025,18.3668,17.6254,18.5224,16.9764,20.1847,18.9464,18.3856,15.7046,14.9139,18.1198,14.7697
88,Jul 2025,21.2964,20.6382,21.4635,19.8399,23.2147,21.2237,21.3193,19.1871,17.8561,21.3551,19.5815
89,Aug 2025,22.0385,21.3196,22.22,20.5677,24.0567,21.828,22.0699,20.2392,18.5213,22.837,20.1226
90,Sep 2025,18.5567,18.3185,18.7764,17.0724,20.6877,19.3645,18.5921,16.798,15.3157,19.4969,16.1826
91,Oct 2025,14.9283,16.8708,15.1297,13.3918,17.0871,17.2988,14.9638,15.2973,13.9769,17.3813,13.4269
92,Nov 2025,14.6865,17.0111,14.8994,13.1225,16.9096,16.7577,14.7196,15.4411,14.0799,17.5941,13.842
93,Dec 2025,17.25,17.3707,17.1136,16.5552,18.0194,16.5065,17.2342,16.5154,15.6047,18.5432,15.362
94,Jan 2026,16.283,19.5944,16.0828,15.521,17.045,18.5039,16.2668,17.5323,18.1134,18.8003,15.8499
95,Feb 2026,15.9645,19.1514,15.8122,15.1679,16.817,17.9497,15.964,17.1946,17.5022,18.4833,15.6055
96,Mar 2026,15.0948,17.9079,15.037,14.3309,16.0348,18.4474,15.0918,16.6929,16.4121,18.2164,14.0337
97,Apr 2026,15.0724,17.3993,15.0227,13.9973,16.4219,18.3037,15.0653,15.3101,15.3848,17.7177,13.2329
98,May 2026,15.1217,17.157,15.1902,13.8857,16.6737,18.3904,15.123,14.8602,14.8034,17.2505,13.0746
99,Jun 2026,18.4213,17.674,18.5774,17.0267,20.2446,19.0132,18.4401,15.8416,14.955,18.1837,14.8226
100,Jul 2026,21.2915,20.629,21.4585,19.8352,23.2093,21.2304,21.3144,19.2352,17.8482,21.362,19.5889
101,Aug 2026,22.036,21.3126,22.2174,20.5653,24.054,21.8375,22.0674,20.5336,18.5152,22.847,20.1325
102,Sep 2026,18.5538,18.3115,18.7734,17.0696,20.6844,19.3719,18.5891,16.8439,15.3099,19.5044,16.1898
103,Oct 2026,14.9052,16.8408,15.1062,13.371,17.0607,17.2813,14.9407,15.2089,13.9521,17.3638,13.4141
104,Nov 2026,14.6529,16.9683,14.8653,13.0924,16.871,16.7284,14.686,15.404,14.0445,17.5633,13.8185
105,Dec 2026,17.145,17.261,17.0094,16.4544,17.9098,16.1354,17.1293,16.3461,15.2543,18.4402,15.2775
106,Jan 2027,16.1247,19.399,15.9265,15.3701,16.8794,18.3348,16.1087,17.3753,17.9328,18.6285,15.706
107,Feb 2027,15.8138,18.9658,15.663,15.0247,16.6584,17.7906,15.8133,17.0474,17.3326,18.3195,15.4682
108,Mar 2027,14.9609,17.7444,14.9036,14.2038,15.8926,18.2943,14.9579,16.5555,16.2623,18.0652,13.9181
109,Apr 2027,14.9457,17.2485,14.8964,13.8796,16.2839,18.1602,14.9387,15.192,15.2514,17.5788,13.1299
