,Unnamed: 0,AsOfDate,Term,Houston Zone,West Zone,South Zone,North Zone,Peak,Region,asofmonth
593279,549972,2020-04-13,2024-02-01,21.9292,18.7236,21.1888,21.4265,Monthly,OTC Global Holdings,4
593280,112848,2020-04-13,2024-03-01,25.8254,17.6637,22.348000000000006,22.001,Monthly,OTC Global Holdings,4
593281,549973,2020-04-13,2024-03-01,19.8409,12.7804,18.4541,17.675,Monthly,OTC Global Holdings,4
593282,112849,2020-04-13,2024-04-01,23.8173,15.5955,20.5027,20.0354,Monthly,OTC Global Holdings,4
593283,549974,2020-04-13,2024-04-01,18.7499,11.4664,17.3375,16.4371,Monthly,OTC Global Holdings,4
593284,112850,2020-04-13,2024-05-01,26.5381,18.4672,22.665,22.5348,Monthly,OTC Global Holdings,4
593285,549975,2020-04-13,2024-05-01,18.6961,13.1078,17.8804,16.8572,Monthly,OTC Global Holdings,4
593286,112851,2020-04-13,2024-06-01,35.8857,28.6571,30.2015,31.7149,Monthly,OTC Global Holdings,4
593287,549976,2020-04-13,2024-06-01,20.5781,15.4982,19.1585,20.1255,Monthly,OTC Global Holdings,4
593288,112852,2020-04-13,2024-07-01,65.4919,59.1479,55.5147,58.044,Monthly,OTC Global Holdings,4
593289,549977,2020-04-13,2024-07-01,27.3998,25.4078,27.7395,27.0293,Monthly,OTC Global Holdings,4
593290,112853,2020-04-13,2024-08-01,88.441,82.5927,76.2866,80.0353,Monthly,OTC Global Holdings,4
593291,549978,2020-04-13,2024-08-01,29.7816,28.1981,30.1515,29.465,Monthly,OTC Global Holdings,4
593292,112854,2020-04-13,2024-09-01,37.6166,30.5056,30.6699,31.5324,Monthly,OTC Global Holdings,4
593293,549979,2020-04-13,2024-09-01,20.5492,18.0444,19.4754,19.2221,Monthly,OTC Global Holdings,4
593294,112855,2020-04-13,2024-10-01,23.808000000000003,17.8675,20.2109,20.572,Monthly,OTC Global Holdings,4
593295,549980,2020-04-13,2024-10-01,18.8464,14.188,17.855999999999995,16.2888,Monthly,OTC Global Holdings,4
593296,112856,2020-04-13,2024-11-01,23.8063,17.6651,20.0668,20.3981,Monthly,OTC Global Holdings,4
593297,549981,2020-04-13,2024-11-01,17.6431,12.4975,16.3833,14.8073,Monthly,OTC Global Holdings,4
593298,112857,2020-04-13,2024-12-01,24.5988,18.4194,20.7406,21.1214,Monthly,OTC Global Holdings,4
593299,549982,2020-04-13,2024-12-01,19.0618,14.2184,17.8388,16.3081,Monthly,OTC Global Holdings,4
593300,112858,2020-04-13,2025-01-01,31.7479,27.1711,27.0105,28.971,Monthly,OTC Global Holdings,4
593301,549983,2020-04-13,2025-01-01,24.4147,19.6756,23.6903,22.6286,Monthly,OTC Global Holdings,4
593302,112859,2020-04-13,2025-02-01,31.2301,26.8406,26.729,28.6502,Monthly,OTC Global Holdings,4
593303,549984,2020-04-13,2025-02-01,23.905,19.0723,23.1464,22.0645,Monthly,OTC Global Holdings,4
593304,112860,2020-04-13,2025-03-01,24.9396,17.2858,21.6371,21.7831,Monthly,OTC Global Holdings,4
593305,549985,2020-04-13,2025-03-01,20.1656,12.2215,18.6638,17.538,Monthly,OTC Global Holdings,4
593306,112861,2020-04-13,2025-04-01,23.0522,15.524,20.0275,20.0837,Monthly,OTC Global Holdings,4
593307,549986,2020-04-13,2025-04-01,18.584,10.6366,17.1445,15.9512,Monthly,OTC Global Holdings,4
593308,112862,2020-04-13,2025-05-01,24.4369,17.0709,21.0335,21.2088,Monthly,OTC Global Holdings,4
593309,549987,2020-04-13,2025-05-01,19.0967,12.2529,18.1992,17.2819,Monthly,OTC Global Holdings,4
593310,112863,2020-04-13,2025-06-01,39.7558,28.7714,30.7966,31.6107,Monthly,OTC Global Holdings,4
593311,549988,2020-04-13,2025-06-01,20.7134,15.0682,19.3976,19.2099,Monthly,OTC Global Holdings,4
593312,112864,2020-04-13,2025-07-01,61.8701,54.4133,52.4378,54.659,Monthly,OTC Global Holdings,4
593313,549989,2020-04-13,2025-07-01,29.0566,25.8167,27.1953,26.7017,Monthly,OTC Global Holdings,4
593314,112865,2020-04-13,2025-08-01,83.5403,76.2292,72.2509,75.4835,Monthly,OTC Global Holdings,4
593315,549990,2020-04-13,2025-08-01,31.6262,28.5958,29.8058,29.1827,Monthly,OTC Global Holdings,4
593316,112866,2020-04-13,2025-09-01,37.971,29.6521,30.4466,30.876,Monthly,OTC Global Holdings,4
593317,549991,2020-04-13,2025-09-01,20.5618,16.175,19.494,19.0825,Monthly,OTC Global Holdings,4
593318,112867,2020-04-13,2025-10-01,24.1213,18.2038,20.2848,20.7057,Monthly,OTC Global Holdings,4
593319,549992,2020-04-13,2025-10-01,18.538,12.4544,17.1589,16.2904,Monthly,OTC Global Holdings,4
593320,112868,2020-04-13,2025-11-01,24.1031,18.0801,20.19,20.5811,Monthly,OTC Global Holdings,4
593321,549993,2020-04-13,2025-11-01,17.6345,11.4689,16.2474,15.3343,Monthly,OTC Global Holdings,4
593322,112869,2020-04-13,2025-12-01,24.9106,18.6174,20.7062,21.1368,Monthly,OTC Global Holdings,4
593323,549994,2020-04-13,2025-12-01,19.107,13.0591,17.7691,16.9353,Monthly,OTC Global Holdings,4
593324,112870,2020-04-13,2026-01-01,30.3824,25.9277,27.2299,28.406,Monthly,OTC Global Holdings,4
593325,549995,2020-04-13,2026-01-01,24.0155,21.1618,22.9123,23.201,Monthly,OTC Global Holdings,4
593326,112871,2020-04-13,2026-02-01,29.907,25.6374,26.9787,28.0664,Monthly,OTC Global Holdings,4
593327,549996,2020-04-13,2026-02-01,23.4837,20.4889,22.3452,22.5799,Monthly,OTC Global Holdings,4
593328,112872,2020-04-13,2026-03-01,22.2727,15.7576,21.0397,20.728,Monthly,OTC Global Holdings,4
593329,549997,2020-04-13,2026-03-01,19.8389,12.2439,17.6425,17.3503,Monthly,OTC Global Holdings,4
593330,112873,2020-04-13,2026-04-01,20.7169,14.3249,19.7392,19.3373,Monthly,OTC Global Holdings,4
593331,549998,2020-04-13,2026-04-01,18.3701,10.2783,16.1337,15.6883,Monthly,OTC Global Holdings,4
593332,112874,2020-04-13,2026-05-01,21.4835,15.5518,19.5543,19.7614,Monthly,OTC Global Holdings,4
593333,549999,2020-04-13,2026-05-01,18.8171,12.244000000000002,17.1439,16.9969,Monthly,OTC Global Holdings,4
593334,112875,2020-04-13,2026-06-01,38.0574,23.9805,26.4703,27.4117,Monthly,OTC Global Holdings,4
593335,550000,2020-04-13,2026-06-01,20.3928,14.9174,18.4295,18.731,Monthly,OTC Global Holdings,4
593336,112876,2020-04-13,2026-07-01,57.8175,47.7468,46.4449,49.6074,Monthly,OTC Global Holdings,4
593337,550001,2020-04-13,2026-07-01,30.8067,24.7566,26.5302,26.2986,Monthly,OTC Global Holdings,4
593338,112877,2020-04-13,2026-08-01,77.5192,66.6999,63.9175,68.3259,Monthly,OTC Global Holdings,4
593339,550002,2020-04-13,2026-08-01,33.4937,28.4149,29.3151,29.2782,Monthly,OTC Global Holdings,4
593340,112878,2020-04-13,2026-09-01,38.2992,25.2886,26.3662,27.0421,Monthly,OTC Global Holdings,4
593341,550003,2020-04-13,2026-09-01,20.2905,16.8166,18.6188,19.0035,Monthly,OTC Global Holdings,4
593342,112879,2020-04-13,2026-10-01,22.4956,16.4259,18.416,18.9459,Monthly,OTC Global Holdings,4
593343,550004,2020-04-13,2026-10-01,18.3677,12.3794,16.2714,16.061,Monthly,OTC Global Holdings,4
593344,112880,2020-04-13,2026-11-01,22.4677,16.0095,18.1554,18.5672,Monthly,OTC Global Holdings,4
593345,550005,2020-04-13,2026-11-01,17.4219,11.3082,15.4141,15.1491,Monthly,OTC Global Holdings,4
593346,112881,2020-04-13,2026-12-01,23.0809,16.6638,18.7012,19.1819,Monthly,OTC Global Holdings,4
593347,550006,2020-04-13,2026-12-01,18.8727,15.0607,18.3348,16.8825,Monthly,OTC Global Holdings,4
593348,112882,2020-04-13,2027-01-01,28.4769,24.4856,23.712,25.1652,Monthly,OTC Global Holdings,4
593349,550007,2020-04-13,2027-01-01,23.433000000000003,18.6584,22.6484,22.8762,Monthly,OTC Global Holdings,4
593350,112883,2020-04-13,2027-02-01,28.0234,24.1958,23.4414,24.8848,Monthly,OTC Global Holdings,4
593351,550008,2020-04-13,2027-02-01,22.9112,18.0873,22.0124,22.21,Monthly,OTC Global Holdings,4
593352,112884,2020-04-13,2027-03-01,21.8299,16.4343,19.7962,19.4281,Monthly,OTC Global Holdings,4
593353,550009,2020-04-13,2027-03-01,19.2134,11.3879,17.352999999999998,17.5724,Monthly,OTC Global Holdings,4
593354,112885,2020-04-13,2027-04-01,20.1438,14.7797,18.3515,18.0707,Monthly,OTC Global Holdings,4
593355,550010,2020-04-13,2027-04-01,17.7695,9.8241,15.7639,15.8975,Monthly,OTC Global Holdings,4
593356,112886,2020-04-13,2027-05-01,22.9059,16.8493,19.2418,20.0954,Monthly,OTC Global Holdings,4
593357,550011,2020-04-13,2027-05-01,18.1626,11.3852,16.6856,16.8963,Monthly,OTC Global Holdings,4
593358,112887,2020-04-13,2027-06-01,36.2381,21.6469,22.648000000000003,24.6374,Monthly,OTC Global Holdings,4
593359,550012,2020-04-13,2027-06-01,19.7103,13.8718,17.9747,18.7169,Monthly,OTC Global Holdings,4
593360,112888,2020-04-13,2027-07-01,55.3923,43.4152,47.3018,44.9983,Monthly,OTC Global Holdings,4
593361,550013,2020-04-13,2027-07-01,29.5666,24.0686,25.6654,26.0113,Monthly,OTC Global Holdings,4
593362,112889,2020-04-13,2027-08-01,74.6027,61.1933,65.12899999999999,64.5671,Monthly,OTC Global Holdings,4
593363,550014,2020-04-13,2027-08-01,32.1675,26.9925,28.2859,28.7793,Monthly,OTC Global Holdings,4
593364,112890,2020-04-13,2027-09-01,33.8471,20.3648,20.0949,21.9453,Monthly,OTC Global Holdings,4
593365,550015,2020-04-13,2027-09-01,19.6387,15.5692,18.1078,19.0315,Monthly,OTC Global Holdings,4
593366,112891,2020-04-13,2027-10-01,22.752,14.7844,16.0019,17.1655,Monthly,OTC Global Holdings,4
593367,550016,2020-04-13,2027-10-01,17.7697,11.8949,15.8817,15.9192,Monthly,OTC Global Holdings,4
593368,112892,2020-04-13,2027-11-01,22.7653,14.5858,15.9102,16.8195,Monthly,OTC Global Holdings,4
593369,550017,2020-04-13,2027-11-01,16.8053,10.6717,14.9498,14.8791,Monthly,OTC Global Holdings,4
593370,112893,2020-04-13,2027-12-01,23.4175,14.9576,16.2524,17.2201,Monthly,OTC Global Holdings,4
593371,550018,2020-04-13,2027-12-01,18.2583,12.931,15.8461,16.6341,Monthly,OTC Global Holdings,4
593372,112894,2020-04-13,2028-01-01,33.9407,22.0268,25.1661,25.6533,Monthly,OTC Global Holdings,4
593373,550019,2020-04-13,2028-01-01,23.303,17.6725,20.8751,22.0632,Monthly,OTC Global Holdings,4
593374,112895,2020-04-13,2028-02-01,33.4765,21.8097,24.8944,25.3432,Monthly,OTC Global Holdings,4
593375,550020,2020-04-13,2028-02-01,22.8755,17.1999,20.388,21.4244,Monthly,OTC Global Holdings,4
593376,112896,2020-04-13,2028-03-01,20.3573,13.767,17.2231,16.3086,Monthly,OTC Global Holdings,4
593377,550021,2020-04-13,2028-03-01,18.3655,10.7692,16.0981,15.9009,Monthly,OTC Global Holdings,4
593378,112897,2020-04-13,2028-04-01,18.9532,12.3157,15.8245,15.1371,Monthly,OTC Global Holdings,4
593379,550022,2020-04-13,2028-04-01,17.4081,9.1729,15.1239,14.7587,Monthly,OTC Global Holdings,4
593380,112898,2020-04-13,2028-05-01,22.5815,14.3723,17.2524,17.8431,Monthly,OTC Global Holdings,4
593381,550023,2020-04-13,2028-05-01,18.361,10.7422,16.6347,17.6376,Monthly,OTC Global Holdings,4
593382,112899,2020-04-13,2028-06-01,35.4755,21.1991,20.1472,21.6519,Monthly,OTC Global Holdings,4
593383,550024,2020-04-13,2028-06-01,19.7768,13.0976,17.5267,18.8481,Monthly,OTC Global Holdings,4
593384,112900,2020-04-13,2028-07-01,52.1469,42.8763,43.0427,40.7946,Monthly,OTC Global Holdings,4
593385,550025,2020-04-13,2028-07-01,29.7897,22.7365,25.2175,25.9536,Monthly,OTC Global Holdings,4
593386,112901,2020-04-13,2028-08-01,69.7205,59.9551,59.2272,56.1843,Monthly,OTC Global Holdings,4
593387,550026,2020-04-13,2028-08-01,32.3365,25.5543,27.69,28.528,Monthly,OTC Global Holdings,4
593388,112902,2020-04-13,2028-09-01,33.1752,21.768,17.8778,19.6468,Monthly,OTC Global Holdings,4
593389,550027,2020-04-13,2028-09-01,19.7056,14.5172,17.872,19.2885,Monthly,OTC Global Holdings,4
593390,112903,2020-04-13,2028-10-01,22.5698,14.5933,14.5538,15.5267,Monthly,OTC Global Holdings,4
593391,550028,2020-04-13,2028-10-01,17.891,11.0069,14.19,15.1386,Monthly,OTC Global Holdings,4
593392,112904,2020-04-13,2028-11-01,22.5209,14.3999,14.2328,15.2151,Monthly,OTC Global Holdings,4
593393,550029,2020-04-13,2028-11-01,17.002,10.0337,13.877,14.8347,Monthly,OTC Global Holdings,4
593394,112905,2020-04-13,2028-12-01,23.4023,14.8562,14.8462,15.8471,Monthly,OTC Global Holdings,4
593395,550030,2020-04-13,2028-12-01,18.0684,12.3136,14.475,15.4509,Monthly,OTC Global Holdings,4
593396,112906,2020-04-13,2029-01-01,27.271,22.0708,20.7487,19.4386,Monthly,OTC Global Holdings,4
593397,550031,2020-04-13,2029-01-01,22.3412,17.1807,20.6907,18.9526,Monthly,OTC Global Holdings,4
593398,112907,2020-04-13,2029-02-01,26.731,21.8118,20.4014,19.0131,Monthly,OTC Global Holdings,4
593399,550032,2020-04-13,2029-02-01,21.6751,16.6529,20.0224,18.5378,Monthly,OTC Global Holdings,4
593400,112908,2020-04-13,2029-03-01,20.8346,13.3992,17.8607,16.7479,Monthly,OTC Global Holdings,4
593401,550033,2020-04-13,2029-03-01,18.9445,10.3809,17.0226,16.3292,Monthly,OTC Global Holdings,4
593402,112909,2020-04-13,2029-04-01,19.2847,12.0239,16.5533,15.4102,Monthly,OTC Global Holdings,4
593403,550034,2020-04-13,2029-04-01,17.5829,8.9109,15.5959,15.0249,Monthly,OTC Global Holdings,4
593404,112910,2020-04-13,2029-05-01,21.8003,14.2036,17.282,16.9904,Monthly,OTC Global Holdings,4
593405,550035,2020-04-13,2029-05-01,18.005,10.4495,16.4641,16.5657,Monthly,OTC Global Holdings,4
593406,112911,2020-04-13,2029-06-01,34.0683,20.2796,20.1208,20.6591,Monthly,OTC Global Holdings,4
593407,550036,2020-04-13,2029-06-01,19.3782,12.6226,17.5102,19.5328,Monthly,OTC Global Holdings,4
593408,112912,2020-04-13,2029-07-01,48.9317,39.6449,39.4843,38.3187,Monthly,OTC Global Holdings,4
593409,550037,2020-04-13,2029-07-01,28.3251,21.1364,24.2888,25.4601,Monthly,OTC Global Holdings,4
593410,112913,2020-04-13,2029-08-01,65.3616,55.5201,53.82899999999999,52.8745,Monthly,OTC Global Holdings,4
593411,550038,2020-04-13,2029-08-01,30.8032,23.9308,26.8752,28.0694,Monthly,OTC Global Holdings,4
593412,112914,2020-04-13,2029-09-01,31.9486,20.5734,18.1115,18.7494,Monthly,OTC Global Holdings,4
593413,550039,2020-04-13,2029-09-01,19.2962,14.1752,17.691,18.2807,Monthly,OTC Global Holdings,4
593414,112915,2020-04-13,2029-10-01,22.155,14.0812,15.3242,15.1327,Monthly,OTC Global Holdings,4
593415,550040,2020-04-13,2029-10-01,17.1477,10.5059,15.05,14.7544,Monthly,OTC Global Holdings,4
593416,112916,2020-04-13,2029-11-01,21.8023,13.6725,14.8758,14.6457,Monthly,OTC Global Holdings,4
593417,550041,2020-04-13,2029-11-01,16.7091,9.7616,14.5039,14.2795,Monthly,OTC Global Holdings,4
593418,112917,2020-04-13,2029-12-01,22.631,14.2459,15.4675,15.2272,Monthly,OTC Global Holdings,4
593419,550042,2020-04-13,2029-12-01,17.3909,12.1438,15.0808,14.8465,Monthly,OTC Global Holdings,4
593420,112918,2020-04-13,2030-01-01,29.0555,21.7328,21.1544,19.6402,Monthly,OTC Global Holdings,4
593421,550043,2020-04-13,2030-01-01,22.8187,16.6053,20.9827,19.1492,Monthly,OTC Global Holdings,4
593422,112919,2020-04-13,2030-02-01,27.3989,21.9024,20.4904,19.0551,Monthly,OTC Global Holdings,4
593423,550044,2020-04-13,2030-02-01,22.0582,16.95,20.3646,18.5787,Monthly,OTC Global Holdings,4
593424,112920,2020-04-13,2030-03-01,22.6308,13.873,17.9536,17.2211,Monthly,OTC Global Holdings,4
593425,550045,2020-04-13,2030-03-01,19.3575,10.1323,16.9996,16.7905,Monthly,OTC Global Holdings,4
593453,305452,2020-04-14,2022-07-01,27.7479,26.9034,26.4954,27.9495,Monthly,OTC Global Holdings,4
593454,305453,2020-04-14,2022-08-01,30.613000000000003,30.005,29.1582,30.8446,Monthly,OTC Global Holdings,4
593455,305454,2020-04-14,2022-09-01,22.1301,19.4052,19.397,20.0127,Monthly,OTC Global Holdings,4
593456,305455,2020-04-14,2022-10-01,20.1414,15.7921,17.2743,18.1533,Monthly,OTC Global Holdings,4
593457,305456,2020-04-14,2022-11-01,18.9484,14.66,16.2556,17.0273,Monthly,OTC Global Holdings,4
593458,305457,2020-04-14,2022-12-01,19.9201,15.6737,17.0861,17.9487,Monthly,OTC Global Holdings,4
593459,305458,2020-04-14,2023-01-01,22.7796,19.1309,19.76,21.3128,Monthly,OTC Global Holdings,4
593460,305459,2020-04-14,2023-02-01,22.267,18.5926,19.263,20.7799,Monthly,OTC Global Holdings,4
593461,305460,2020-04-14,2023-03-01,19.813,12.6006,16.8125,17.5531,Monthly,OTC Global Holdings,4
593462,305461,2020-04-14,2023-04-01,18.6411,11.3833,16.0015,16.3817,Monthly,OTC Global Holdings,4
593463,305462,2020-04-14,2023-05-01,18.2815,12.3121,16.3963,16.8343,Monthly,OTC Global Holdings,4
593464,305463,2020-04-14,2023-06-01,20.784,15.2862,18.6599,19.3952,Monthly,OTC Global Holdings,4
593465,305464,2020-04-14,2023-07-01,29.7885,25.1736,26.2425,27.065,Monthly,OTC Global Holdings,4
593466,305465,2020-04-14,2023-08-01,32.2395,27.6309,28.41,29.3453,Monthly,OTC Global Holdings,4
593467,305466,2020-04-14,2023-09-01,19.726,16.4433,17.3199,19.3485,Monthly,OTC Global Holdings,4
593468,305467,2020-04-14,2023-10-01,19.2918,13.9756,16.7173,17.643,Monthly,OTC Global Holdings,4
593469,305468,2020-04-14,2023-11-01,18.3184,12.9431,15.885,16.5894,Monthly,OTC Global Holdings,4
593470,305469,2020-04-14,2023-12-01,19.8994,14.5356,17.31,18.1641,Monthly,OTC Global Holdings,4
593471,305470,2020-04-14,2024-01-01,22.2848,19.2462,20.3877,21.8665,Monthly,OTC Global Holdings,4
593472,305471,2020-04-14,2024-02-01,21.8352,18.6733,19.9306,21.3412,Monthly,OTC Global Holdings,4
593473,305472,2020-04-14,2024-03-01,19.7243,12.769,17.4317,17.5921,Monthly,OTC Global Holdings,4
593474,305473,2020-04-14,2024-04-01,18.624,11.4635,16.3369,16.3516,Monthly,OTC Global Holdings,4
593475,305474,2020-04-14,2024-05-01,18.575,13.0836,16.8308,16.7693,Monthly,OTC Global Holdings,4
593476,305475,2020-04-14,2024-06-01,20.4545,15.4602,18.1656,20.0133,Monthly,OTC Global Holdings,4
593477,305476,2020-04-14,2024-07-01,26.7385,24.7804,25.664,26.3752,Monthly,OTC Global Holdings,4
593478,305477,2020-04-14,2024-08-01,29.0581,27.5016,27.9375,28.7479,Monthly,OTC Global Holdings,4
593479,305478,2020-04-14,2024-09-01,20.4228,17.9615,18.4251,19.119,Monthly,OTC Global Holdings,4
593480,305479,2020-04-14,2024-10-01,18.7153,14.134,16.8349,16.1985,Monthly,OTC Global Holdings,4
593481,305480,2020-04-14,2024-11-01,17.5173,12.455,15.4814,14.7271,Monthly,OTC Global Holdings,4
593482,305481,2020-04-14,2024-12-01,18.9486,14.1764,16.8662,16.235,Monthly,OTC Global Holdings,4
593483,305482,2020-04-14,2025-01-01,24.3041,19.6295,22.1498,22.5433,Monthly,OTC Global Holdings,4
593484,305483,2020-04-14,2025-02-01,23.7957,19.0296,21.6541,21.9816,Monthly,OTC Global Holdings,4
593485,305484,2020-04-14,2025-03-01,20.0435,12.2188,17.6179,17.457,Monthly,OTC Global Holdings,4
593486,305485,2020-04-14,2025-04-01,18.4506,10.638,16.1627,15.8639,Monthly,OTC Global Holdings,4
593487,305486,2020-04-14,2025-05-01,18.9726,12.246,17.1288,17.1915,Monthly,OTC Global Holdings,4
593488,305487,2020-04-14,2025-06-01,20.5805,15.031,18.3857,19.1054,Monthly,OTC Global Holdings,4
593489,305488,2020-04-14,2025-07-01,28.3639,25.1788,25.1972,26.0485,Monthly,OTC Global Holdings,4
593490,305489,2020-04-14,2025-08-01,30.8794,27.9004,27.6569,28.4768,Monthly,OTC Global Holdings,4
593491,305490,2020-04-14,2025-09-01,20.4391,16.1262,18.4604,18.9863,Monthly,OTC Global Holdings,4
593492,305491,2020-04-14,2025-10-01,18.4158,12.4313,16.2335,16.2049,Monthly,OTC Global Holdings,4
593493,305492,2020-04-14,2025-11-01,17.5239,11.4569,15.3885,15.2619,Monthly,OTC Global Holdings,4
593494,305493,2020-04-14,2025-12-01,18.9968,13.0371,16.8219,16.8583,Monthly,OTC Global Holdings,4
593495,305494,2020-04-14,2026-01-01,23.9152,21.1029,21.4333,23.1152,Monthly,OTC Global Holdings,4
593496,305495,2020-04-14,2026-02-01,23.3852,20.4338,20.9182,22.497,Monthly,OTC Global Holdings,4
593497,305496,2020-04-14,2026-03-01,19.7263,12.2438,16.6855,17.2767,Monthly,OTC Global Holdings,4
593498,305497,2020-04-14,2026-04-01,18.2445,10.2875,15.2413,15.6092,Monthly,OTC Global Holdings,4
593499,305498,2020-04-14,2026-05-01,18.6911,12.2291,16.1591,16.9044,Monthly,OTC Global Holdings,4
593500,305499,2020-04-14,2026-06-01,20.2591,14.8752,17.4848,18.628,Monthly,OTC Global Holdings,4
593501,305500,2020-04-14,2026-07-01,30.1053,24.1525,24.581,25.6695,Monthly,OTC Global Holdings,4
593502,305501,2020-04-14,2026-08-01,32.7278,27.7308,27.1888,28.5801,Monthly,OTC Global Holdings,4
593503,305502,2020-04-14,2026-09-01,20.1676,16.7523,17.6488,18.9041,Monthly,OTC Global Holdings,4
593504,305503,2020-04-14,2026-10-01,18.2527,12.3604,15.4193,15.9834,Monthly,OTC Global Holdings,4
593505,305504,2020-04-14,2026-11-01,17.3079,11.2902,14.6125,15.0726,Monthly,OTC Global Holdings,4
593506,305505,2020-04-14,2026-12-01,18.7696,15.0155,17.3022,16.8102,Monthly,OTC Global Holdings,4
593507,305506,2020-04-14,2027-01-01,23.3465,18.6363,21.1791,22.7996,Monthly,OTC Global Holdings,4
593508,305507,2020-04-14,2027-02-01,22.8156,18.0573,20.5957,22.126,Monthly,OTC Global Holdings,4
593509,305508,2020-04-14,2027-03-01,19.1144,11.4037,16.4107,17.4999,Monthly,OTC Global Holdings,4
593510,305509,2020-04-14,2027-04-01,17.6642,9.8332,14.8984,15.8211,Monthly,OTC Global Holdings,4
593511,305510,2020-04-14,2027-05-01,18.0586,11.3803,15.7376,16.8134,Monthly,OTC Global Holdings,4
593512,305511,2020-04-14,2027-06-01,19.591,13.8374,17.0527,18.6146,Monthly,OTC Global Holdings,4
593513,305512,2020-04-14,2027-07-01,28.9519,23.5316,23.8268,25.4454,Monthly,OTC Global Holdings,4
593514,305513,2020-04-14,2027-08-01,31.4951,26.3933,26.2894,28.1534,Monthly,OTC Global Holdings,4
593515,305514,2020-04-14,2027-09-01,19.529,15.5189,17.1684,18.9327,Monthly,OTC Global Holdings,4
593516,305515,2020-04-14,2027-10-01,17.6623,11.8693,15.0466,15.8374,Monthly,OTC Global Holdings,4
593517,305516,2020-04-14,2027-11-01,16.7065,10.6565,14.1805,14.8076,Monthly,OTC Global Holdings,4
593518,305517,2020-04-14,2027-12-01,18.17,12.91,15.6907,16.5673,Monthly,OTC Global Holdings,4
593519,305518,2020-04-14,2028-01-01,23.2129,17.6451,19.5784,21.9872,Monthly,OTC Global Holdings,4
593520,305519,2020-04-14,2028-02-01,22.782,17.1768,19.1321,21.3488,Monthly,OTC Global Holdings,4
593521,305520,2020-04-14,2028-03-01,18.2754,10.7836,15.2607,16.7231,Monthly,OTC Global Holdings,4
593522,305521,2020-04-14,2028-04-01,17.2917,9.254,14.309,15.5058,Monthly,OTC Global Holdings,4
593523,305522,2020-04-14,2028-05-01,18.25,10.8154,15.6769,17.5483,Monthly,OTC Global Holdings,4
593524,305523,2020-04-14,2028-06-01,19.6508,13.1313,16.6402,18.7471,Monthly,OTC Global Holdings,4
593525,305524,2020-04-14,2028-07-01,28.8935,22.0034,23.1827,25.1459,Monthly,OTC Global Holdings,4
593526,305525,2020-04-14,2028-08-01,31.362,24.736,25.4904,27.641,Monthly,OTC Global Holdings,4
593527,305526,2020-04-14,2028-09-01,19.5966,14.5304,16.9532,19.1919,Monthly,OTC Global Holdings,4
593528,305527,2020-04-14,2028-10-01,17.7825,11.055,14.93,16.2356,Monthly,OTC Global Holdings,4
593529,305528,2020-04-14,2028-11-01,16.8911,10.078,14.4858,15.3896,Monthly,OTC Global Holdings,4
593530,305529,2020-04-14,2028-12-01,17.9704,12.337,15.1983,16.6351,Monthly,OTC Global Holdings,4
593531,305530,2020-04-14,2029-01-01,22.2424,17.183,19.4034,20.038,Monthly,OTC Global Holdings,4
593532,305531,2020-04-14,2029-02-01,21.5814,16.6594,18.7998,19.6004,Monthly,OTC Global Holdings,4
593533,305532,2020-04-14,2029-03-01,18.8492,10.4644,16.0976,17.2586,Monthly,OTC Global Holdings,4
593534,305533,2020-04-14,2029-04-01,17.4785,9.0112,14.7305,15.8698,Monthly,OTC Global Holdings,4
593535,305534,2020-04-14,2029-05-01,17.9066,10.5321,15.5204,17.5331,Monthly,OTC Global Holdings,4
593536,305535,2020-04-14,2029-06-01,19.2772,12.6812,16.6308,19.4321,Monthly,OTC Global Holdings,4
593537,305536,2020-04-14,2029-07-01,27.4687,20.4444,22.3558,24.669,Monthly,OTC Global Holdings,4
593538,305537,2020-04-14,2029-08-01,29.8703,23.1544,24.762,27.1986,Monthly,OTC Global Holdings,4
593539,305538,2020-04-14,2029-09-01,19.2012,14.1996,16.7872,19.0465,Monthly,OTC Global Holdings,4
593540,305539,2020-04-14,2029-10-01,17.0484,10.5566,14.2927,15.5881,Monthly,OTC Global Holdings,4
593541,305540,2020-04-14,2029-11-01,16.6093,9.8145,14.1823,15.0863,Monthly,OTC Global Holdings,4
593542,305541,2020-04-14,2029-12-01,17.3003,12.1633,14.9929,15.6962,Monthly,OTC Global Holdings,4
593543,305542,2020-04-14,2030-01-01,22.7154,16.6181,19.6173,20.6112,Monthly,OTC Global Holdings,4
593544,305543,2020-04-14,2030-02-01,21.9621,16.9537,19.063,20.0017,Monthly,OTC Global Holdings,4
593545,305544,2020-04-14,2030-03-01,19.2615,10.2235,16.0594,18.1059,Monthly,OTC Global Holdings,4
593600,185308,2020-04-15,2022-07-01,26.6475,25.7346,26.5907,26.8022,Monthly,OTC Global Holdings,4
593601,311704,2020-04-15,2022-07-01,72.9161,71.2509,73.4592,69.4757,Monthly,OTC Global Holdings,4
593602,185309,2020-04-15,2022-08-01,29.4817,28.7979,29.3749,29.666,Monthly,OTC Global Holdings,4
593603,311705,2020-04-15,2022-08-01,122.3319,115.9943,117.4761,116.4187,Monthly,OTC Global Holdings,4
593604,185310,2020-04-15,2022-09-01,21.0883,18.4719,19.3632,19.0841,Monthly,OTC Global Holdings,4
593605,311706,2020-04-15,2022-09-01,39.4385,35.4668,36.035,35.9056,Monthly,OTC Global Holdings,4
