,Unnamed: 0,AsOfDate,Term,Houston Zone,West Zone,South Zone,North Zone,Peak,Region,asofmonth
557930,74329,2019-10-17,2020-10-01,18.8387,14.8921,15.6276,17.2574,Monthly,OTC Global Holdings,10
557931,511357,2019-10-17,2020-10-01,30.7949,25.1903,26.8864,27.3041,Monthly,OTC Global Holdings,10
557932,74330,2019-10-17,2020-11-01,18.3328,14.2434,15.0483,16.5527,Monthly,OTC Global Holdings,10
557933,511358,2019-10-17,2020-11-01,25.9416,20.4469,22.1725,22.4355,Monthly,OTC Global Holdings,10
557934,74331,2019-10-17,2020-12-01,20.2356,16.3157,17.0215,18.5874,Monthly,OTC Global Holdings,10
557935,511359,2019-10-17,2020-12-01,26.5703,21.0788,22.7339,23.0737,Monthly,OTC Global Holdings,10
557936,74332,2019-10-17,2021-01-01,23.1254,19.4549,19.9505,21.2653,Monthly,OTC Global Holdings,10
557937,511360,2019-10-17,2021-01-01,31.0628,27.672,29.3958,29.9971,Monthly,OTC Global Holdings,10
557938,74333,2019-10-17,2021-02-01,22.4801,18.8094,19.3928,20.6496,Monthly,OTC Global Holdings,10
557939,511361,2019-10-17,2021-02-01,31.0041,27.6116,29.3272,29.9357,Monthly,OTC Global Holdings,10
557940,74334,2019-10-17,2021-03-01,21.4376,14.1756,17.7616,17.9285,Monthly,OTC Global Holdings,10
557941,511362,2019-10-17,2021-03-01,29.5174,21.76,26.7897,26.2512,Monthly,OTC Global Holdings,10
557942,74335,2019-10-17,2021-04-01,19.7872,12.6393,16.3762,16.4437,Monthly,OTC Global Holdings,10
557943,511363,2019-10-17,2021-04-01,27.0566,19.4609,24.4383,23.9254,Monthly,OTC Global Holdings,10
557944,74336,2019-10-17,2021-05-01,20.3779,14.0216,17.1931,17.3397,Monthly,OTC Global Holdings,10
557945,511364,2019-10-17,2021-05-01,30.8734,23.3158,27.8007,27.4876,Monthly,OTC Global Holdings,10
557946,74337,2019-10-17,2021-06-01,22.0393,16.9501,18.6029,19.1629,Monthly,OTC Global Holdings,10
557947,511365,2019-10-17,2021-06-01,41.8613,36.3081,39.0664,38.9172,Monthly,OTC Global Holdings,10
558164,253642,2019-10-18,2020-07-01,112.9881,109.3689,107.4473,110.0749,Monthly,OTC Global Holdings,10
558165,400930,2019-10-18,2020-07-01,31.9282,29.2053,28.6103,30.476,Monthly,OTC Global Holdings,10
558166,253643,2019-10-18,2020-08-01,189.6567,187.1531,183.1343,187.8588,Monthly,OTC Global Holdings,10
558167,400931,2019-10-18,2020-08-01,37.6705,35.4629,34.4044,36.7532,Monthly,OTC Global Holdings,10
558168,253644,2019-10-18,2020-09-01,40.9214,38.7795,38.2995,39.6867,Monthly,OTC Global Holdings,10
558169,400932,2019-10-18,2020-09-01,21.1991,19.2536,19.4351,20.5238,Monthly,OTC Global Holdings,10
558170,253645,2019-10-18,2020-10-01,30.6011,25.5948,26.7651,27.7328,Monthly,OTC Global Holdings,10
558171,400933,2019-10-18,2020-10-01,18.8078,14.9152,16.4884,17.6683,Monthly,OTC Global Holdings,10
558172,253646,2019-10-18,2020-11-01,25.797,20.7924,22.0992,22.8001,Monthly,OTC Global Holdings,10
558173,400934,2019-10-18,2020-11-01,18.2905,14.2652,15.8793,16.9487,Monthly,OTC Global Holdings,10
558174,253647,2019-10-18,2020-12-01,26.4344,21.4263,22.6671,23.4338,Monthly,OTC Global Holdings,10
558175,400935,2019-10-18,2020-12-01,20.1956,16.332,17.8452,19.0355,Monthly,OTC Global Holdings,10
558176,253648,2019-10-18,2021-01-01,30.9403,28.208,29.2959,30.5626,Monthly,OTC Global Holdings,10
558177,400936,2019-10-18,2021-01-01,23.1011,19.4685,21.1536,21.8337,Monthly,OTC Global Holdings,10
558178,253649,2019-10-18,2021-02-01,30.8735,28.1478,29.2199,30.5016,Monthly,OTC Global Holdings,10
558179,400937,2019-10-18,2021-02-01,22.4573,18.8255,20.5407,21.1902,Monthly,OTC Global Holdings,10
558180,253650,2019-10-18,2021-03-01,29.4334,22.1862,26.7359,26.735,Monthly,OTC Global Holdings,10
558181,400938,2019-10-18,2021-03-01,21.4596,14.2615,18.7858,18.385,Monthly,OTC Global Holdings,10
558182,253651,2019-10-18,2021-04-01,27.0199,19.7801,24.4099,24.3226,Monthly,OTC Global Holdings,10
558183,400939,2019-10-18,2021-04-01,19.9044,12.7368,17.275,16.8342,Monthly,OTC Global Holdings,10
558184,253652,2019-10-18,2021-05-01,30.8835,23.7063,27.8108,27.9567,Monthly,OTC Global Holdings,10
558185,400940,2019-10-18,2021-05-01,20.5384,14.1448,18.18,17.7695,Monthly,OTC Global Holdings,10
558186,253653,2019-10-18,2021-06-01,41.8557,36.9323,39.0633,39.5933,Monthly,OTC Global Holdings,10
558187,400941,2019-10-18,2021-06-01,22.2019,17.0907,19.652,19.6351,Monthly,OTC Global Holdings,10
558404,218362,2019-10-19,2020-07-01,112.9881,109.3689,107.4473,110.0749,Monthly,OTC Global Holdings,10
558405,364558,2019-10-19,2020-07-01,31.9282,29.2053,28.6103,30.476,Monthly,OTC Global Holdings,10
558406,218363,2019-10-19,2020-08-01,189.6567,187.1531,183.1343,187.8588,Monthly,OTC Global Holdings,10
558407,364559,2019-10-19,2020-08-01,37.6705,35.4629,34.4044,36.7532,Monthly,OTC Global Holdings,10
558408,218364,2019-10-19,2020-09-01,40.9214,38.7795,38.2995,39.6867,Monthly,OTC Global Holdings,10
558409,364560,2019-10-19,2020-09-01,21.1991,19.2536,19.4351,20.5238,Monthly,OTC Global Holdings,10
558410,218365,2019-10-19,2020-10-01,30.6011,25.5948,26.7651,27.7328,Monthly,OTC Global Holdings,10
558411,364561,2019-10-19,2020-10-01,18.8078,14.9152,16.4884,17.6683,Monthly,OTC Global Holdings,10
558412,218366,2019-10-19,2020-11-01,25.797,20.7924,22.0992,22.8001,Monthly,OTC Global Holdings,10
558413,364562,2019-10-19,2020-11-01,18.2905,14.2652,15.8793,16.9487,Monthly,OTC Global Holdings,10
558414,218367,2019-10-19,2020-12-01,26.4344,21.4263,22.6671,23.4338,Monthly,OTC Global Holdings,10
558415,364563,2019-10-19,2020-12-01,20.1956,16.332,17.8452,19.0355,Monthly,OTC Global Holdings,10
558416,218368,2019-10-19,2021-01-01,30.9403,28.208,29.2959,30.5626,Monthly,OTC Global Holdings,10
558417,364564,2019-10-19,2021-01-01,23.1011,19.4685,21.1536,21.8337,Monthly,OTC Global Holdings,10
558418,218369,2019-10-19,2021-02-01,30.8735,28.1478,29.2199,30.5016,Monthly,OTC Global Holdings,10
558419,364565,2019-10-19,2021-02-01,22.4573,18.8255,20.5407,21.1902,Monthly,OTC Global Holdings,10
558420,218370,2019-10-19,2021-03-01,29.4334,22.1862,26.7359,26.735,Monthly,OTC Global Holdings,10
558421,364566,2019-10-19,2021-03-01,21.4596,14.2615,18.7858,18.385,Monthly,OTC Global Holdings,10
558422,218371,2019-10-19,2021-04-01,27.0199,19.7801,24.4099,24.3226,Monthly,OTC Global Holdings,10
558423,364567,2019-10-19,2021-04-01,19.9044,12.7368,17.275,16.8342,Monthly,OTC Global Holdings,10
558424,218372,2019-10-19,2021-05-01,30.8835,23.7063,27.8108,27.9567,Monthly,OTC Global Holdings,10
558425,364568,2019-10-19,2021-05-01,20.5384,14.1448,18.18,17.7695,Monthly,OTC Global Holdings,10
558426,218373,2019-10-19,2021-06-01,41.8557,36.9323,39.0633,39.5933,Monthly,OTC Global Holdings,10
558427,364569,2019-10-19,2021-06-01,22.2019,17.0907,19.652,19.6351,Monthly,OTC Global Holdings,10
558644,124198,2019-10-20,2020-07-01,31.9282,29.2053,28.6103,30.476,Monthly,OTC Global Holdings,10
558645,618311,2019-10-20,2020-07-01,112.9881,109.3689,107.4473,110.0749,Monthly,OTC Global Holdings,10
558646,124199,2019-10-20,2020-08-01,37.6705,35.4629,34.4044,36.7532,Monthly,OTC Global Holdings,10
558647,618312,2019-10-20,2020-08-01,189.6567,187.1531,183.1343,187.8588,Monthly,OTC Global Holdings,10
558648,124200,2019-10-20,2020-09-01,21.1991,19.2536,19.4351,20.5238,Monthly,OTC Global Holdings,10
558649,618313,2019-10-20,2020-09-01,40.9214,38.7795,38.2995,39.6867,Monthly,OTC Global Holdings,10
558650,124201,2019-10-20,2020-10-01,18.8078,14.9152,16.4884,17.6683,Monthly,OTC Global Holdings,10
558651,618314,2019-10-20,2020-10-01,30.6011,25.5948,26.7651,27.7328,Monthly,OTC Global Holdings,10
558652,124202,2019-10-20,2020-11-01,18.2905,14.2652,15.8793,16.9487,Monthly,OTC Global Holdings,10
558653,618315,2019-10-20,2020-11-01,25.797,20.7924,22.0992,22.8001,Monthly,OTC Global Holdings,10
558654,124203,2019-10-20,2020-12-01,20.1956,16.332,17.8452,19.0355,Monthly,OTC Global Holdings,10
558655,618316,2019-10-20,2020-12-01,26.4344,21.4263,22.6671,23.4338,Monthly,OTC Global Holdings,10
558656,124204,2019-10-20,2021-01-01,23.1011,19.4685,21.1536,21.8337,Monthly,OTC Global Holdings,10
558657,618317,2019-10-20,2021-01-01,30.9403,28.208,29.2959,30.5626,Monthly,OTC Global Holdings,10
558658,124205,2019-10-20,2021-02-01,22.4573,18.8255,20.5407,21.1902,Monthly,OTC Global Holdings,10
558659,618318,2019-10-20,2021-02-01,30.8735,28.1478,29.2199,30.5016,Monthly,OTC Global Holdings,10
558660,124206,2019-10-20,2021-03-01,21.4596,14.2615,18.7858,18.385,Monthly,OTC Global Holdings,10
558661,618319,2019-10-20,2021-03-01,29.4334,22.1862,26.7359,26.735,Monthly,OTC Global Holdings,10
558662,124207,2019-10-20,2021-04-01,19.9044,12.7368,17.275,16.8342,Monthly,OTC Global Holdings,10
558663,618320,2019-10-20,2021-04-01,27.0199,19.7801,24.4099,24.3226,Monthly,OTC Global Holdings,10
558664,124208,2019-10-20,2021-05-01,20.5384,14.1448,18.18,17.7695,Monthly,OTC Global Holdings,10
558665,618321,2019-10-20,2021-05-01,30.8835,23.7063,27.8108,27.9567,Monthly,OTC Global Holdings,10
558666,124209,2019-10-20,2021-06-01,22.2019,17.0907,19.652,19.6351,Monthly,OTC Global Holdings,10
558667,618322,2019-10-20,2021-06-01,41.8557,36.9323,39.0633,39.5933,Monthly,OTC Global Holdings,10
558884,3693,2019-10-21,2020-07-01,33.1256,30.3033,29.6866,31.6204,Monthly,OTC Global Holdings,10
558885,499522,2019-10-21,2020-07-01,112.5709,108.2571,111.2203,108.9934,Monthly,OTC Global Holdings,10
558886,3694,2019-10-21,2020-08-01,39.1013,36.8111,35.713,38.1496,Monthly,OTC Global Holdings,10
558887,499523,2019-10-21,2020-08-01,189.1707,185.4265,189.7967,186.1863,Monthly,OTC Global Holdings,10
558888,3695,2019-10-21,2020-09-01,22.0117,19.9926,20.1809,21.3108,Monthly,OTC Global Holdings,10
558889,499524,2019-10-21,2020-09-01,40.8367,38.3797,39.7028,39.2969,Monthly,OTC Global Holdings,10
558890,3696,2019-10-21,2020-10-01,19.6147,15.5745,17.2073,18.4319,Monthly,OTC Global Holdings,10
558891,499525,2019-10-21,2020-10-01,30.6746,25.4441,27.873,27.5862,Monthly,OTC Global Holdings,10
558892,3697,2019-10-21,2020-11-01,19.0801,14.9017,16.5773,17.6873,Monthly,OTC Global Holdings,10
558893,499526,2019-10-21,2020-11-01,25.8338,20.6436,22.9862,22.6543,Monthly,OTC Global Holdings,10
558894,3698,2019-10-21,2020-12-01,21.0794,17.0648,18.6371,19.874,Monthly,OTC Global Holdings,10
558895,499527,2019-10-21,2020-12-01,26.5039,21.2983,23.6056,23.3111,Monthly,OTC Global Holdings,10
558896,3699,2019-10-21,2021-01-01,24.0415,20.3359,22.0248,22.7433,Monthly,OTC Global Holdings,10
558897,499528,2019-10-21,2021-01-01,31.1931,28.2135,30.8701,30.5714,Monthly,OTC Global Holdings,10
558898,3700,2019-10-21,2021-02-01,23.3605,19.6538,21.376,22.0454,Monthly,OTC Global Holdings,10
558899,499529,2019-10-21,2021-02-01,31.1096,28.1313,30.773000000000003,30.4882,Monthly,OTC Global Holdings,10
558900,3701,2019-10-21,2021-03-01,22.3194,14.8935,19.5482,19.1078,Monthly,OTC Global Holdings,10
558901,499530,2019-10-21,2021-03-01,29.6624,22.185,28.1642,26.7314,Monthly,OTC Global Holdings,10
558902,3702,2019-10-21,2021-04-01,20.7332,13.3118,17.9996,17.4933,Monthly,OTC Global Holdings,10
558903,499531,2019-10-21,2021-04-01,27.2984,19.8008,25.7741,24.3537,Monthly,OTC Global Holdings,10
558904,3703,2019-10-21,2021-05-01,21.3941,14.7871,18.9444,18.4362,Monthly,OTC Global Holdings,10
558905,499532,2019-10-21,2021-05-01,31.1875,23.7302,29.353,27.9896,Monthly,OTC Global Holdings,10
558906,3704,2019-10-21,2021-06-01,23.1168,17.8574,20.4692,20.3223,Monthly,OTC Global Holdings,10
558907,499533,2019-10-21,2021-06-01,42.253,36.9592,41.2146,39.6298,Monthly,OTC Global Holdings,10
559124,209614,2019-10-22,2020-07-01,30.2909,27.5671,26.7869,30.4747,Monthly,OTC Global Holdings,10
559125,376486,2019-10-22,2020-07-01,112.0762,109.9519,104.7421,110.6607,Monthly,OTC Global Holdings,10
559126,209615,2019-10-22,2020-08-01,35.756,33.4939,32.2301,36.7726,Monthly,OTC Global Holdings,10
559127,376487,2019-10-22,2020-08-01,188.2765,188.2372,178.6596,188.9459,Monthly,OTC Global Holdings,10
559128,209616,2019-10-22,2020-09-01,20.1298,18.19,18.215,20.5424,Monthly,OTC Global Holdings,10
559129,376488,2019-10-22,2020-09-01,40.6067,38.9385,37.3477,39.8497,Monthly,OTC Global Holdings,10
559130,209617,2019-10-22,2020-10-01,17.9407,14.1663,15.5322,17.769000000000005,Monthly,OTC Global Holdings,10
559131,376489,2019-10-22,2020-10-01,30.168000000000006,25.5044,25.9081,27.6508,Monthly,OTC Global Holdings,10
559132,209618,2019-10-22,2020-11-01,17.4524,13.5557,14.9645,17.0516,Monthly,OTC Global Holdings,10
559133,376490,2019-10-22,2020-11-01,25.4021,20.6867,21.3609,22.7018,Monthly,OTC Global Holdings,10
559134,209619,2019-10-22,2020-12-01,19.2599,15.4833,16.930999999999994,19.1419,Monthly,OTC Global Holdings,10
559135,376491,2019-10-22,2020-12-01,26.0461,21.3175,21.9916,23.3148,Monthly,OTC Global Holdings,10
559136,209620,2019-10-22,2021-01-01,21.8829,18.3156,19.7431,21.8804,Monthly,OTC Global Holdings,10
559137,376492,2019-10-22,2021-01-01,30.5759,28.2472,28.3959,30.6277,Monthly,OTC Global Holdings,10
559138,209621,2019-10-22,2021-02-01,21.2745,17.7165,19.1759,21.2176,Monthly,OTC Global Holdings,10
559139,376493,2019-10-22,2021-02-01,30.481,28.164,28.2831,30.544,Monthly,OTC Global Holdings,10
559140,209622,2019-10-22,2021-03-01,20.3657,13.4523,17.5808,18.4268,Monthly,OTC Global Holdings,10
559141,376494,2019-10-22,2021-03-01,29.1378,22.2115,25.9524,26.7985,Monthly,OTC Global Holdings,10
559142,209623,2019-10-22,2021-04-01,18.9398,12.0576,16.2385,16.9166,Monthly,OTC Global Holdings,10
559143,376495,2019-10-22,2021-04-01,26.85,19.8553,23.7818,24.4521,Monthly,OTC Global Holdings,10
559144,209624,2019-10-22,2021-05-01,19.5454,13.3608,17.0645,17.8769,Monthly,OTC Global Holdings,10
559145,376496,2019-10-22,2021-05-01,30.6823,23.8162,27.1046,28.1124,Monthly,OTC Global Holdings,10
559146,209625,2019-10-22,2021-06-01,21.1613,16.1777,18.4585,19.7428,Monthly,OTC Global Holdings,10
559147,376497,2019-10-22,2021-06-01,41.4012,36.9707,37.8729,39.6621,Monthly,OTC Global Holdings,10
559364,242662,2019-10-23,2020-07-01,31.4021,28.8661,28.7706,29.1743,Monthly,OTC Global Holdings,10
559365,408454,2019-10-23,2020-07-01,111.5892,108.2699,104.7251,108.969,Monthly,OTC Global Holdings,10
559366,242663,2019-10-23,2020-08-01,37.0594,35.0285,34.584,35.1797,Monthly,OTC Global Holdings,10
559367,408455,2019-10-23,2020-08-01,187.5414,185.4459,177.0699,186.1453,Monthly,OTC Global Holdings,10
559368,242664,2019-10-23,2020-09-01,20.8915,19.0735,19.5705,19.7396,Monthly,OTC Global Holdings,10
559369,408456,2019-10-23,2020-09-01,40.2654,38.1732,37.5791,38.9828,Monthly,OTC Global Holdings,10
559370,242665,2019-10-23,2020-10-01,18.6059,14.9155,16.7001,16.8933,Monthly,OTC Global Holdings,10
559371,408457,2019-10-23,2020-10-01,29.946,25.0296,26.1276,27.1516,Monthly,OTC Global Holdings,10
559372,242666,2019-10-23,2020-11-01,18.0568,14.2371,16.0463,16.2175,Monthly,OTC Global Holdings,10
559373,408458,2019-10-23,2020-11-01,25.221,20.347,21.5626,22.3477,Monthly,OTC Global Holdings,10
559374,242667,2019-10-23,2020-12-01,19.9544,16.2913,18.0231,18.2207,Monthly,OTC Global Holdings,10
559375,408459,2019-10-23,2020-12-01,26.3921,21.6132,22.6691,23.6308,Monthly,OTC Global Holdings,10
559376,242668,2019-10-23,2021-01-01,21.9772,18.4944,20.4599,20.7616,Monthly,OTC Global Holdings,10
559377,408460,2019-10-23,2021-01-01,30.4757,27.4327,28.8465,29.7176,Monthly,OTC Global Holdings,10
559378,242669,2019-10-23,2021-02-01,21.3645,17.8794,19.8076,20.1481,Monthly,OTC Global Holdings,10
559379,408461,2019-10-23,2021-02-01,30.4053,27.4548,28.7776,29.7568,Monthly,OTC Global Holdings,10
559380,242670,2019-10-23,2021-03-01,20.4692,13.5721,18.0935,17.5229,Monthly,OTC Global Holdings,10
559381,408462,2019-10-23,2021-03-01,28.853,21.5301,26.193,26.0105,Monthly,OTC Global Holdings,10
559382,242671,2019-10-23,2021-04-01,19.0565,12.1726,16.6035,16.1076,Monthly,OTC Global Holdings,10
559383,408463,2019-10-23,2021-04-01,26.5994,19.3046,24.0283,23.8074,Monthly,OTC Global Holdings,10
559384,242672,2019-10-23,2021-05-01,19.6738,13.5318,17.3489,17.0139,Monthly,OTC Global Holdings,10
559385,408464,2019-10-23,2021-05-01,30.6584,23.4693,27.6355,27.6963,Monthly,OTC Global Holdings,10
559386,242673,2019-10-23,2021-06-01,21.2794,16.3613,19.1909,18.8107,Monthly,OTC Global Holdings,10
559387,408465,2019-10-23,2021-06-01,41.4008,36.4876,38.6802,39.146,Monthly,OTC Global Holdings,10
559604,126406,2019-10-24,2020-07-01,114.9214,109.4909,109.3873,110.5428,Monthly,OTC Global Holdings,10
559605,602627,2019-10-24,2020-07-01,30.6327,27.3325,30.4983,28.6721,Monthly,OTC Global Holdings,10
559606,126407,2019-10-24,2020-08-01,188.6461,187.667,187.6687,189.0635,Monthly,OTC Global Holdings,10
559607,602628,2019-10-24,2020-08-01,36.1914,32.3871,36.7336,34.6398,Monthly,OTC Global Holdings,10
559608,126408,2019-10-24,2020-09-01,40.4232,38.6272,38.3341,39.3589,Monthly,OTC Global Holdings,10
559609,602629,2019-10-24,2020-09-01,20.8975,17.6089,21.3392,19.7328,Monthly,OTC Global Holdings,10
559610,126409,2019-10-24,2020-10-01,29.9478,25.2368,26.4356,27.5172,Monthly,OTC Global Holdings,10
559611,602630,2019-10-24,2020-10-01,18.5896,13.7419,18.1829,16.8635,Monthly,OTC Global Holdings,10
559612,126410,2019-10-24,2020-11-01,25.2078,20.4953,21.7647,22.0693,Monthly,OTC Global Holdings,10
559613,602631,2019-10-24,2020-11-01,18.0361,13.115,17.4722,16.185,Monthly,OTC Global Holdings,10
559614,126411,2019-10-24,2020-12-01,26.2286,21.165,22.8106,23.1397,Monthly,OTC Global Holdings,10
559615,602632,2019-10-24,2020-12-01,19.866,16.135,19.4527,18.1417,Monthly,OTC Global Holdings,10
559616,126412,2019-10-24,2021-01-01,30.3233,27.4066,29.0161,29.7249,Monthly,OTC Global Holdings,10
559617,602633,2019-10-24,2021-01-01,21.8497,18.3552,22.4294,20.6364,Monthly,OTC Global Holdings,10
559618,126413,2019-10-24,2021-02-01,30.374,27.3865,28.9201,29.7285,Monthly,OTC Global Holdings,10
559619,602634,2019-10-24,2021-02-01,21.2394,17.7484,21.7376,20.0255,Monthly,OTC Global Holdings,10
559620,126414,2019-10-24,2021-03-01,28.948,21.4607,26.3154,25.9809,Monthly,OTC Global Holdings,10
559621,602635,2019-10-24,2021-03-01,20.3546,13.4741,19.9494,17.4371,Monthly,OTC Global Holdings,10
559622,126415,2019-10-24,2021-04-01,26.8233,19.26,24.1718,23.8074,Monthly,OTC Global Holdings,10
559623,602636,2019-10-24,2021-04-01,18.9687,12.1144,18.3868,16.0564,Monthly,OTC Global Holdings,10
559624,126416,2019-10-24,2021-05-01,31.027,23.4078,27.7846,27.6975,Monthly,OTC Global Holdings,10
559625,602637,2019-10-24,2021-05-01,19.5634,13.425999999999998,19.3959,16.9355,Monthly,OTC Global Holdings,10
559626,126417,2019-10-24,2021-06-01,42.0395,36.389,38.8298,39.1622,Monthly,OTC Global Holdings,10
559627,602638,2019-10-24,2021-06-01,21.1823,16.265,20.907,18.719,Monthly,OTC Global Holdings,10
559844,15597,2019-10-25,2020-07-01,107.8702,103.9929,105.3307,104.5158,Monthly,OTC Global Holdings,10
559845,490990,2019-10-25,2020-07-01,31.0639,28.3871,27.7383,29.0529,Monthly,OTC Global Holdings,10
559846,15598,2019-10-25,2020-08-01,181.3651,178.1913,179.82,178.6097,Monthly,OTC Global Holdings,10
559847,490991,2019-10-25,2020-08-01,36.7408,34.553000000000004,33.4391,35.118,Monthly,OTC Global Holdings,10
559848,15599,2019-10-25,2020-09-01,39.0198,36.7639,37.4921,37.2481,Monthly,OTC Global Holdings,10
559849,490992,2019-10-25,2020-09-01,21.1851,19.2729,19.3981,19.9737,Monthly,OTC Global Holdings,10
559850,15600,2019-10-25,2020-10-01,28.9417,24.0156,25.9486,26.0144,Monthly,OTC Global Holdings,10
559851,490993,2019-10-25,2020-10-01,18.874,15.0742,16.5569,17.0983,Monthly,OTC Global Holdings,10
559852,15601,2019-10-25,2020-11-01,24.386,19.4854,21.4044,21.368,Monthly,OTC Global Holdings,10
559853,490994,2019-10-25,2020-11-01,18.3259,14.3954,15.9207,16.4221,Monthly,OTC Global Holdings,10
559854,15602,2019-10-25,2020-12-01,25.5427,20.6203,22.5304,22.5068,Monthly,OTC Global Holdings,10
559855,490995,2019-10-25,2020-12-01,20.2679,16.4715,17.9465,18.4686,Monthly,OTC Global Holdings,10
559856,15603,2019-10-25,2021-01-01,29.139,26.3141,28.4477,28.5549,Monthly,OTC Global Holdings,10
559857,490996,2019-10-25,2021-01-01,22.3331,18.7529,20.3442,21.053,Monthly,OTC Global Holdings,10
559858,15604,2019-10-25,2021-02-01,29.0822,26.2554,28.3739,28.4977,Monthly,OTC Global Holdings,10
559859,490997,2019-10-25,2021-02-01,21.7136,18.1332,19.7565,20.4342,Monthly,OTC Global Holdings,10
559860,15605,2019-10-25,2021-03-01,27.7538,20.6573,25.9813,24.9765,Monthly,OTC Global Holdings,10
559861,490998,2019-10-25,2021-03-01,20.8033,13.7644,18.1196,17.7775,Monthly,OTC Global Holdings,10
559862,15606,2019-10-25,2021-04-01,25.618,18.5093,23.8541,22.8301,Monthly,OTC Global Holdings,10
559863,490999,2019-10-25,2021-04-01,19.3852,12.3702,16.7562,16.3641,Monthly,OTC Global Holdings,10
559864,15607,2019-10-25,2021-05-01,29.5159,22.4459,27.4259,26.4886,Monthly,OTC Global Holdings,10
559865,491000,2019-10-25,2021-05-01,20.0024,13.7327,17.6272,17.8623,Monthly,OTC Global Holdings,10
559866,15608,2019-10-25,2021-06-01,39.1824,34.16,37.6732,36.7,Monthly,OTC Global Holdings,10
559867,491001,2019-10-25,2021-06-01,21.6415,16.6128,19.0665,19.0941,Monthly,OTC Global Holdings,10
560084,195730,2019-10-26,2020-07-01,107.8702,103.9929,105.3307,104.5158,Monthly,OTC Global Holdings,10
560085,381490,2019-10-26,2020-07-01,31.0639,28.3871,27.7383,29.0529,Monthly,OTC Global Holdings,10
560086,195731,2019-10-26,2020-08-01,181.3651,178.1913,179.82,178.6097,Monthly,OTC Global Holdings,10
560087,381491,2019-10-26,2020-08-01,36.7408,34.553000000000004,33.4391,35.118,Monthly,OTC Global Holdings,10
560088,195732,2019-10-26,2020-09-01,39.0198,36.7639,37.4921,37.2481,Monthly,OTC Global Holdings,10
560089,381492,2019-10-26,2020-09-01,21.1851,19.2729,19.3981,19.9737,Monthly,OTC Global Holdings,10
560090,195733,2019-10-26,2020-10-01,28.9417,24.0156,25.9486,26.0144,Monthly,OTC Global Holdings,10
560091,381493,2019-10-26,2020-10-01,18.874,15.0742,16.5569,17.0983,Monthly,OTC Global Holdings,10
560092,195734,2019-10-26,2020-11-01,24.386,19.4854,21.4044,21.368,Monthly,OTC Global Holdings,10
560093,381494,2019-10-26,2020-11-01,18.3259,14.3954,15.9207,16.4221,Monthly,OTC Global Holdings,10
560094,195735,2019-10-26,2020-12-01,25.5427,20.6203,22.5304,22.5068,Monthly,OTC Global Holdings,10
560095,381495,2019-10-26,2020-12-01,20.2679,16.4715,17.9465,18.4686,Monthly,OTC Global Holdings,10
560096,195736,2019-10-26,2021-01-01,29.139,26.3141,28.4477,28.5549,Monthly,OTC Global Holdings,10
560097,381496,2019-10-26,2021-01-01,22.3331,18.7529,20.3442,21.053,Monthly,OTC Global Holdings,10
560098,195737,2019-10-26,2021-02-01,29.0822,26.2554,28.3739,28.4977,Monthly,OTC Global Holdings,10
560099,381497,2019-10-26,2021-02-01,21.7136,18.1332,19.7565,20.4342,Monthly,OTC Global Holdings,10
560100,195738,2019-10-26,2021-03-01,27.7538,20.6573,25.9813,24.9765,Monthly,OTC Global Holdings,10
560101,381498,2019-10-26,2021-03-01,20.8033,13.7644,18.1196,17.7775,Monthly,OTC Global Holdings,10
560102,195739,2019-10-26,2021-04-01,25.618,18.5093,23.8541,22.8301,Monthly,OTC Global Holdings,10
560103,381499,2019-10-26,2021-04-01,19.3852,12.3702,16.7562,16.3641,Monthly,OTC Global Holdings,10
560104,195740,2019-10-26,2021-05-01,29.5159,22.4459,27.4259,26.4886,Monthly,OTC Global Holdings,10
560105,381500,2019-10-26,2021-05-01,20.0024,13.7327,17.6272,17.8623,Monthly,OTC Global Holdings,10
560106,195741,2019-10-26,2021-06-01,39.1824,34.16,37.6732,36.7,Monthly,OTC Global Holdings,10
560107,381501,2019-10-26,2021-06-01,21.6415,16.6128,19.0665,19.0941,Monthly,OTC Global Holdings,10
560324,241666,2019-10-27,2020-07-01,107.8702,103.9929,105.3307,104.5158,Monthly,OTC Global Holdings,10
560325,427666,2019-10-27,2020-07-01,31.0639,28.3871,27.7383,29.0529,Monthly,OTC Global Holdings,10
560326,241667,2019-10-27,2020-08-01,181.3651,178.1913,179.82,178.6097,Monthly,OTC Global Holdings,10
560327,427667,2019-10-27,2020-08-01,36.7408,34.553000000000004,33.4391,35.118,Monthly,OTC Global Holdings,10
560328,241668,2019-10-27,2020-09-01,39.0198,36.7639,37.4921,37.2481,Monthly,OTC Global Holdings,10
560329,427668,2019-10-27,2020-09-01,21.1851,19.2729,19.3981,19.9737,Monthly,OTC Global Holdings,10
560330,241669,2019-10-27,2020-10-01,28.9417,24.0156,25.9486,26.0144,Monthly,OTC Global Holdings,10
560331,427669,2019-10-27,2020-10-01,18.874,15.0742,16.5569,17.0983,Monthly,OTC Global Holdings,10
560332,241670,2019-10-27,2020-11-01,24.386,19.4854,21.4044,21.368,Monthly,OTC Global Holdings,10
560333,427670,2019-10-27,2020-11-01,18.3259,14.3954,15.9207,16.4221,Monthly,OTC Global Holdings,10
560334,241671,2019-10-27,2020-12-01,25.5427,20.6203,22.5304,22.5068,Monthly,OTC Global Holdings,10
