date,price,Peak,Subregion
2010-12-01,24.56666666666667,ATC,Houston Zone
2010-12-02,24.228333333333335,ATC,Houston Zone
2010-12-03,25.019583333333333,ATC,Houston Zone
2010-12-04,23.7921875,ATC,Houston Zone
2010-12-05,25.658916666666663,ATC,Houston Zone
2010-12-06,29.205555555555552,ATC,Houston Zone
2010-12-07,30.253095238095234,ATC,Houston Zone
2010-12-08,29.971406249999998,ATC,Houston Zone
2010-12-09,30.11967592592592,ATC,Houston Zone
2010-12-10,32.81920833333333,ATC,Houston Zone
2010-12-11,31.54768939393939,ATC,Houston Zone
2010-12-12,31.187152777777772,ATC,Houston Zone
2010-12-13,31.67653846153846,ATC,Houston Zone
2010-12-14,31.403065476190474,ATC,Houston Zone
2010-12-15,31.473611111111108,ATC,Houston Zone
2010-12-16,31.769869791666665,ATC,Houston Zone
2010-12-17,31.967671568627452,ATC,Houston Zone
2010-12-18,31.899629629629633,ATC,Houston Zone
2010-12-19,31.517565789473686,ATC,Houston Zone
2010-12-20,31.059291666666667,ATC,Houston Zone
2010-12-21,30.80746031746032,ATC,Houston Zone
2010-12-22,30.580871212121213,ATC,Houston Zone
2010-12-23,30.531413043478263,ATC,Houston Zone
2010-12-24,30.314878472222222,ATC,Houston Zone
2010-12-25,30.104633333333336,ATC,Houston Zone
2010-12-26,30.3211858974359,ATC,Houston Zone
2010-12-27,30.233009259259262,ATC,Houston Zone
2010-12-28,29.987470238095245,ATC,Houston Zone
2010-12-29,29.755445402298854,ATC,Houston Zone
2010-12-30,29.48905555555556,ATC,Houston Zone
2010-12-31,29.465722222222222,ATC,Houston Zone
2011-01-01,29.625819444444446,ATC,Houston Zone
2011-01-02,29.772805555555557,ATC,Houston Zone
2011-01-03,29.92936111111111,ATC,Houston Zone
2011-01-04,29.773541666666667,ATC,Houston Zone
2011-01-05,30.059305555555554,ATC,Houston Zone
2011-01-06,31.285902777777775,ATC,Houston Zone
2011-01-07,32.79861111111111,ATC,Houston Zone
2011-01-08,32.61693055555555,ATC,Houston Zone
2011-01-09,31.557263888888883,ATC,Houston Zone
2011-01-10,31.984902777777773,ATC,Houston Zone
2011-01-11,32.220097222222215,ATC,Houston Zone
2011-01-12,32.15420833333333,ATC,Houston Zone
2011-01-13,32.360569444444444,ATC,Houston Zone
2011-01-14,32.360083333333336,ATC,Houston Zone
2011-01-15,32.26488888888889,ATC,Houston Zone
2011-01-16,32.270805555555555,ATC,Houston Zone
2011-01-17,32.214958333333335,ATC,Houston Zone
2011-01-18,32.21779166666667,ATC,Houston Zone
2011-01-19,32.321125,ATC,Houston Zone
2011-01-20,32.523180555555555,ATC,Houston Zone
2011-01-21,32.902319444444444,ATC,Houston Zone
2011-01-22,33.108375,ATC,Houston Zone
2011-01-23,33.128375,ATC,Houston Zone
2011-01-24,33.36298611111111,ATC,Houston Zone
2011-01-25,33.150041666666674,ATC,Houston Zone
2011-01-26,33.238347222222224,ATC,Houston Zone
2011-01-27,34.57433333333334,ATC,Houston Zone
2011-01-28,34.62634722222223,ATC,Houston Zone
2011-01-29,34.61309722222223,ATC,Houston Zone
2011-01-30,34.53084722222223,ATC,Houston Zone
2011-01-31,34.41023611111112,ATC,Houston Zone
2011-02-01,34.15993055555556,ATC,Houston Zone
2011-02-02,59.18629166666667,ATC,Houston Zone
2011-02-03,59.972125000000005,ATC,Houston Zone
2011-02-04,60.12891666666667,ATC,Houston Zone
2011-02-05,58.820166666666665,ATC,Houston Zone
2011-02-06,57.11694444444444,ATC,Houston Zone
2011-02-07,56.96137499999999,ATC,Houston Zone
2011-02-08,57.14681944444443,ATC,Houston Zone
2011-02-09,56.89020833333333,ATC,Houston Zone
2011-02-10,56.880986111111106,ATC,Houston Zone
2011-02-11,56.64218055555555,ATC,Houston Zone
2011-02-12,56.38134722222221,ATC,Houston Zone
2011-02-13,56.05054166666665,ATC,Houston Zone
2011-02-14,55.67912499999999,ATC,Houston Zone
2011-02-15,55.37281944444444,ATC,Houston Zone
2011-02-16,55.26512499999999,ATC,Houston Zone
2011-02-17,55.10812499999999,ATC,Houston Zone
2011-02-18,55.08504166666665,ATC,Houston Zone
2011-02-19,54.820291666666655,ATC,Houston Zone
2011-02-20,54.13737499999999,ATC,Houston Zone
2011-02-21,53.72644444444443,ATC,Houston Zone
2011-02-22,54.52252777777777,ATC,Houston Zone
2011-02-23,54.1861111111111,ATC,Houston Zone
2011-02-24,53.94427777777777,ATC,Houston Zone
2011-02-25,53.87762499999999,ATC,Houston Zone
2011-02-26,52.57259722222221,ATC,Houston Zone
2011-02-27,52.4246111111111,ATC,Houston Zone
2011-02-28,52.61887499999999,ATC,Houston Zone
2011-03-01,52.82480555555555,ATC,Houston Zone
2011-03-02,52.80416666666666,ATC,Houston Zone
2011-03-03,52.830902777777766,ATC,Houston Zone
2011-03-04,29.18620833333333,ATC,Houston Zone
2011-03-05,28.097472222222216,ATC,Houston Zone
2011-03-06,26.875166666666658,ATC,Houston Zone
2011-03-07,26.474861111111103,ATC,Houston Zone
2011-03-08,27.16838888888888,ATC,Houston Zone
2011-03-09,27.33155555555555,ATC,Houston Zone
2011-03-10,27.15044444444444,ATC,Houston Zone
2011-03-11,27.11156944444444,ATC,Houston Zone
2011-03-12,26.677638888888886,ATC,Houston Zone
2011-03-13,26.55095833333333,ATC,Houston Zone
2011-03-14,26.505819444444445,ATC,Houston Zone
2011-03-15,26.563875,ATC,Houston Zone
2011-03-16,26.531513888888888,ATC,Houston Zone
2011-03-17,26.365250000000003,ATC,Houston Zone
2011-03-18,26.346222222222227,ATC,Houston Zone
2011-03-19,26.581986111111117,ATC,Houston Zone
2011-03-20,26.52508333333334,ATC,Houston Zone
2011-03-21,26.586416666666672,ATC,Houston Zone
2011-03-22,26.98481944444445,ATC,Houston Zone
2011-03-23,27.286791666666673,ATC,Houston Zone
2011-03-24,26.636138888888897,ATC,Houston Zone
2011-03-25,27.42072222222223,ATC,Houston Zone
2011-03-26,27.70444444444445,ATC,Houston Zone
2011-03-27,27.701861111111118,ATC,Houston Zone
2011-03-28,27.857416666666676,ATC,Houston Zone
2011-03-29,28.0523888888889,ATC,Houston Zone
2011-03-30,28.073805555555566,ATC,Houston Zone
2011-03-31,28.053541666666675,ATC,Houston Zone
2011-04-01,28.007180555555564,ATC,Houston Zone
2011-04-02,28.096069444444456,ATC,Houston Zone
2011-04-03,26.767777777777788,ATC,Houston Zone
2011-04-04,27.106986111111123,ATC,Houston Zone
2011-04-05,27.238125000000014,ATC,Houston Zone
2011-04-06,27.386291666666683,ATC,Houston Zone
2011-04-07,26.881597222222236,ATC,Houston Zone
2011-04-08,27.046111111111124,ATC,Houston Zone
2011-04-09,27.071194444444455,ATC,Houston Zone
2011-04-10,28.03725000000001,ATC,Houston Zone
2011-04-11,28.74925000000001,ATC,Houston Zone
2011-04-12,28.852916666666673,ATC,Houston Zone
2011-04-13,28.90548611111112,ATC,Houston Zone
2011-04-14,29.16533333333334,ATC,Houston Zone
2011-04-15,29.719694444444446,ATC,Houston Zone
2011-04-16,29.822125000000003,ATC,Houston Zone
2011-04-17,29.76475,ATC,Houston Zone
2011-04-18,29.952819444444444,ATC,Houston Zone
2011-04-19,30.426666666666666,ATC,Houston Zone
2011-04-20,30.724527777777777,ATC,Houston Zone
2011-04-21,30.90161111111111,ATC,Houston Zone
2011-04-22,30.76047222222222,ATC,Houston Zone
2011-04-23,30.750999999999994,ATC,Houston Zone
2011-04-24,30.258652777777776,ATC,Houston Zone
2011-04-25,31.054041666666663,ATC,Houston Zone
2011-04-26,31.367347222222218,ATC,Houston Zone
2011-04-27,32.60616666666666,ATC,Houston Zone
2011-04-28,32.83631944444444,ATC,Houston Zone
2011-04-29,32.757708333333326,ATC,Houston Zone
2011-04-30,33.181638888888884,ATC,Houston Zone
2011-05-01,33.600430555555555,ATC,Houston Zone
2011-05-02,33.64531944444444,ATC,Houston Zone
2011-05-03,33.75572222222222,ATC,Houston Zone
2011-05-04,33.58399999999999,ATC,Houston Zone
2011-05-05,33.78030555555555,ATC,Houston Zone
2011-05-06,33.91588888888888,ATC,Houston Zone
2011-05-07,33.77781944444443,ATC,Houston Zone
2011-05-08,33.59651388888888,ATC,Houston Zone
2011-05-09,33.657569444444434,ATC,Houston Zone
2011-05-10,32.84437499999999,ATC,Houston Zone
2011-05-11,32.31290277777777,ATC,Houston Zone
2011-05-12,32.28493055555555,ATC,Houston Zone
2011-05-13,32.28909722222222,ATC,Houston Zone
2011-05-14,32.52881944444444,ATC,Houston Zone
2011-05-15,32.060222222222215,ATC,Houston Zone
2011-05-16,32.96543055555555,ATC,Houston Zone
2011-05-17,33.01647222222222,ATC,Houston Zone
2011-05-18,32.7828611111111,ATC,Houston Zone
2011-05-19,32.456736111111105,ATC,Houston Zone
2011-05-20,33.46090277777777,ATC,Houston Zone
2011-05-21,33.16756944444443,ATC,Houston Zone
2011-05-22,33.447597222222214,ATC,Houston Zone
2011-05-23,33.48287499999999,ATC,Houston Zone
2011-05-24,33.56993055555555,ATC,Houston Zone
2011-05-25,32.81945833333333,ATC,Houston Zone
2011-05-26,32.68066666666667,ATC,Houston Zone
2011-05-27,31.639333333333333,ATC,Houston Zone
2011-05-28,31.90561111111111,ATC,Houston Zone
2011-05-29,32.144194444444445,ATC,Houston Zone
2011-05-30,31.898569444444444,ATC,Houston Zone
2011-05-31,32.94163888888889,ATC,Houston Zone
2011-06-01,33.171527777777776,ATC,Houston Zone
2011-06-02,33.25230555555556,ATC,Houston Zone
2011-06-03,33.688513888888885,ATC,Houston Zone
2011-06-04,33.66376388888889,ATC,Houston Zone
2011-06-05,33.92386111111111,ATC,Houston Zone
2011-06-06,34.32691666666666,ATC,Houston Zone
2011-06-07,34.54824999999999,ATC,Houston Zone
2011-06-08,34.744513888888875,ATC,Houston Zone
2011-06-09,35.01237499999999,ATC,Houston Zone
2011-06-10,35.2308611111111,ATC,Houston Zone
2011-06-11,35.48418055555554,ATC,Houston Zone
2011-06-12,35.72566666666665,ATC,Houston Zone
2011-06-13,35.89783333333332,ATC,Houston Zone
2011-06-14,36.36031944444442,ATC,Houston Zone
2011-06-15,35.939055555555534,ATC,Houston Zone
2011-06-16,36.29436111111109,ATC,Houston Zone
2011-06-17,36.681083333333305,ATC,Houston Zone
2011-06-18,36.99791666666665,ATC,Houston Zone
2011-06-19,35.94424999999998,ATC,Houston Zone
2011-06-20,36.25669444444443,ATC,Houston Zone
2011-06-21,37.15352777777777,ATC,Houston Zone
2011-06-22,37.24212499999999,ATC,Houston Zone
2011-06-23,37.16476388888887,ATC,Houston Zone
2011-06-24,37.22074999999998,ATC,Houston Zone
2011-06-25,37.16655555555554,ATC,Houston Zone
2011-06-26,37.10543055555554,ATC,Houston Zone
2011-06-27,41.55093055555554,ATC,Houston Zone
2011-06-28,41.98291666666666,ATC,Houston Zone
2011-06-29,42.156319444444435,ATC,Houston Zone
2011-06-30,41.04654166666666,ATC,Houston Zone
2011-07-01,41.035819444444435,ATC,Houston Zone
2011-07-02,41.1653611111111,ATC,Houston Zone
2011-07-03,41.04734722222222,ATC,Houston Zone
2011-07-04,41.12515277777778,ATC,Houston Zone
2011-07-05,41.09354166666667,ATC,Houston Zone
2011-07-06,41.14979166666667,ATC,Houston Zone
2011-07-07,41.30668055555556,ATC,Houston Zone
2011-07-08,41.617736111111114,ATC,Houston Zone
2011-07-09,41.67545833333334,ATC,Houston Zone
2011-07-10,41.789569444444446,ATC,Houston Zone
2011-07-11,41.88606944444445,ATC,Houston Zone
2011-07-12,42.15870833333334,ATC,Houston Zone
2011-07-13,42.96201388888889,ATC,Houston Zone
2011-07-14,43.452597222222224,ATC,Houston Zone
2011-07-15,43.53838888888889,ATC,Houston Zone
2011-07-16,43.620694444444446,ATC,Houston Zone
2011-07-17,43.727027777777785,ATC,Houston Zone
2011-07-18,44.14511111111111,ATC,Houston Zone
2011-07-19,44.349138888888895,ATC,Houston Zone
2011-07-20,44.64134722222222,ATC,Houston Zone
2011-07-21,45.11269444444444,ATC,Houston Zone
2011-07-22,45.33415277777778,ATC,Houston Zone
2011-07-23,45.55795833333333,ATC,Houston Zone
2011-07-24,45.76184722222222,ATC,Houston Zone
2011-07-25,46.79825,ATC,Houston Zone
2011-07-26,47.026138888888894,ATC,Houston Zone
2011-07-27,42.518166666666666,ATC,Houston Zone
2011-07-28,42.39494444444445,ATC,Houston Zone
2011-07-29,42.456361111111114,ATC,Houston Zone
2011-07-30,42.62215277777778,ATC,Houston Zone
2011-07-31,43.052791666666664,ATC,Houston Zone
2011-08-01,47.71168055555555,ATC,Houston Zone
2011-08-02,58.23034722222222,ATC,Houston Zone
2011-08-03,72.17123611111111,ATC,Houston Zone
2011-08-04,86.86147222222222,ATC,Houston Zone
2011-08-05,96.89056944444445,ATC,Houston Zone
2011-08-06,96.94172222222224,ATC,Houston Zone
2011-08-07,96.73155555555557,ATC,Houston Zone
2011-08-08,98.6602777777778,ATC,Houston Zone
2011-08-09,100.08473611111114,ATC,Houston Zone
2011-08-10,101.16704166666669,ATC,Houston Zone
2011-08-11,101.00872222222225,ATC,Houston Zone
2011-08-12,100.15138888888892,ATC,Houston Zone
2011-08-13,99.47929166666668,ATC,Houston Zone
2011-08-14,99.23665277777779,ATC,Houston Zone
2011-08-15,99.24548611111112,ATC,Houston Zone
2011-08-16,99.1995,ATC,Houston Zone
2011-08-17,99.53530555555557,ATC,Houston Zone
2011-08-18,100.75591666666668,ATC,Houston Zone
2011-08-19,100.70669444444444,ATC,Houston Zone
2011-08-20,100.70233333333334,ATC,Houston Zone
2011-08-21,101.28433333333334,ATC,Houston Zone
2011-08-22,103.01770833333333,ATC,Houston Zone
2011-08-23,110.92730555555555,ATC,Houston Zone
2011-08-24,122.60122222222223,ATC,Houston Zone
2011-08-25,122.3512777777778,ATC,Houston Zone
2011-08-26,123.59920833333335,ATC,Houston Zone
2011-08-27,127.22215277777781,ATC,Houston Zone
2011-08-28,128.95723611111114,ATC,Houston Zone
2011-08-29,130.48897222222226,ATC,Houston Zone
2011-08-30,130.01244444444447,ATC,Houston Zone
2011-08-31,125.35751388888893,ATC,Houston Zone
2011-09-01,115.03144444444449,ATC,Houston Zone
2011-09-02,102.59265277777781,ATC,Houston Zone
2011-09-03,87.9674305555556,ATC,Houston Zone
2011-09-04,77.65625000000004,ATC,Houston Zone
2011-09-05,77.5408055555556,ATC,Houston Zone
2011-09-06,77.4844166666667,ATC,Houston Zone
2011-09-07,78.4716666666667,ATC,Houston Zone
2011-09-08,77.00497222222225,ATC,Houston Zone
2011-09-09,75.61130555555557,ATC,Houston Zone
2011-09-10,75.33020833333335,ATC,Houston Zone
2011-09-11,75.22297222222224,ATC,Houston Zone
2011-09-12,75.32609722222223,ATC,Houston Zone
2011-09-13,80.05052777777777,ATC,Houston Zone
2011-09-14,79.87995833333333,ATC,Houston Zone
2011-09-15,79.55809722222222,ATC,Houston Zone
2011-09-16,78.63218055555555,ATC,Houston Zone
2011-09-17,76.9533472222222,ATC,Houston Zone
2011-09-18,76.62830555555554,ATC,Houston Zone
2011-09-19,75.12743055555555,ATC,Houston Zone
2011-09-20,74.11752777777777,ATC,Houston Zone
2011-09-21,72.24549999999999,ATC,Houston Zone
2011-09-22,64.06801388888888,ATC,Houston Zone
2011-09-23,51.322999999999986,ATC,Houston Zone
2011-09-24,51.06199999999999,ATC,Houston Zone
2011-09-25,49.52444444444443,ATC,Houston Zone
2011-09-26,45.90605555555554,ATC,Houston Zone
2011-09-27,43.99709722222221,ATC,Houston Zone
2011-09-28,42.34201388888887,ATC,Houston Zone
2011-09-29,42.37395833333332,ATC,Houston Zone
2011-09-30,42.00868055555554,ATC,Houston Zone
2011-10-01,41.68708333333332,ATC,Houston Zone
2011-10-02,39.75783333333332,ATC,Houston Zone
2011-10-03,39.30459722222221,ATC,Houston Zone
2011-10-04,39.2864861111111,ATC,Houston Zone
2011-10-05,38.9497361111111,ATC,Houston Zone
2011-10-06,38.77880555555555,ATC,Houston Zone
2011-10-07,35.94269444444444,ATC,Houston Zone
2011-10-08,36.02856944444444,ATC,Houston Zone
2011-10-09,35.97708333333333,ATC,Houston Zone
2011-10-10,36.162305555555555,ATC,Houston Zone
2011-10-11,35.77059722222222,ATC,Houston Zone
2011-10-12,35.55504166666666,ATC,Houston Zone
2011-10-13,31.001361111111105,ATC,Houston Zone
2011-10-14,30.706624999999992,ATC,Houston Zone
2011-10-15,30.652166666666655,ATC,Houston Zone
2011-10-16,30.505402777777768,ATC,Houston Zone
2011-10-17,31.236458333333324,ATC,Houston Zone
2011-10-18,30.97601388888888,ATC,Houston Zone
2011-10-19,30.632694444444436,ATC,Houston Zone
2011-10-20,30.437430555555544,ATC,Houston Zone
2011-10-21,30.2184861111111,ATC,Houston Zone
2011-10-22,29.924708333333324,ATC,Houston Zone
2011-10-23,29.69166666666666,ATC,Houston Zone
2011-10-24,29.702611111111104,ATC,Houston Zone
2011-10-25,29.44754166666666,ATC,Houston Zone
2011-10-26,28.98565277777777,ATC,Houston Zone
2011-10-27,28.638999999999992,ATC,Houston Zone
2011-10-28,28.17213888888888,ATC,Houston Zone
2011-10-29,27.79526388888888,ATC,Houston Zone
2011-10-30,27.676499999999987,ATC,Houston Zone
2011-10-31,27.668277777777764,ATC,Houston Zone
2011-11-01,27.730513888888876,ATC,Houston Zone
2011-11-02,27.70094444444443,ATC,Houston Zone
2011-11-03,27.969819444444433,ATC,Houston Zone
2011-11-04,28.029499999999988,ATC,Houston Zone
2011-11-05,27.819277777777764,ATC,Houston Zone
2011-11-06,28.017902777777763,ATC,Houston Zone
2011-11-07,29.08790277777776,ATC,Houston Zone
2011-11-08,29.190736111111093,ATC,Houston Zone
2011-11-09,28.8224722222222,ATC,Houston Zone
2011-11-10,28.7882222222222,ATC,Houston Zone
2011-11-11,28.62511111111109,ATC,Houston Zone
2011-11-12,28.116097222222198,ATC,Houston Zone
2011-11-13,28.870902777777754,ATC,Houston Zone
2011-11-14,29.87208333333331,ATC,Houston Zone
2011-11-15,30.301305555555533,ATC,Houston Zone
2011-11-16,29.541916666666644,ATC,Houston Zone
2011-11-17,29.52138888888887,ATC,Houston Zone
2011-11-18,29.544805555555534,ATC,Houston Zone
2011-11-19,29.523152777777756,ATC,Houston Zone
2011-11-20,29.419611111111088,ATC,Houston Zone
2011-11-21,29.4933472222222,ATC,Houston Zone
2011-11-22,29.502555555555535,ATC,Houston Zone
2011-11-23,29.463916666666645,ATC,Houston Zone
2011-11-24,29.26640277777776,ATC,Houston Zone
2011-11-25,28.680430555555535,ATC,Houston Zone
2011-11-26,28.320291666666648,ATC,Houston Zone
2011-11-27,28.1478472222222,ATC,Houston Zone
2011-11-28,28.146486111111088,ATC,Houston Zone
2011-11-29,28.27320833333331,ATC,Houston Zone
2011-11-30,28.178527777777756,ATC,Houston Zone
2011-12-01,28.18762499999998,ATC,Houston Zone
2011-12-02,28.250347222222203,ATC,Houston Zone
2011-12-03,28.145986111111092,ATC,Houston Zone
2011-12-04,28.051833333333313,ATC,Houston Zone
2011-12-05,27.970569444444425,ATC,Houston Zone
2011-12-06,27.8348472222222,ATC,Houston Zone
2011-12-07,27.189222222222202,ATC,Houston Zone
2011-12-08,27.061916666666647,ATC,Houston Zone
2011-12-09,27.089527777777757,ATC,Houston Zone
2011-12-10,27.0512222222222,ATC,Houston Zone
2011-12-11,27.100486111111092,ATC,Houston Zone
2011-12-12,27.144499999999983,ATC,Houston Zone
2011-12-13,26.329222222222203,ATC,Houston Zone
2011-12-14,25.09641666666665,ATC,Houston Zone
2011-12-15,24.737555555555538,ATC,Houston Zone
2011-12-16,24.88887499999998,ATC,Houston Zone
2011-12-17,24.938124999999978,ATC,Houston Zone
2011-12-18,24.932944444444427,ATC,Houston Zone
2011-12-19,24.855513888888872,ATC,Houston Zone
2011-12-20,24.713958333333316,ATC,Houston Zone
2011-12-21,24.642763888888872,ATC,Houston Zone
2011-12-22,24.604361111111093,ATC,Houston Zone
2011-12-23,24.588472222222205,ATC,Houston Zone
2011-12-24,24.8459722222222,ATC,Houston Zone
2011-12-25,25.333055555555532,ATC,Houston Zone
2011-12-26,25.695416666666645,ATC,Houston Zone
2011-12-27,25.97963888888887,ATC,Houston Zone
2011-12-28,25.96416666666665,ATC,Houston Zone
2011-12-29,25.90018055555554,ATC,Houston Zone
2011-12-30,25.714736111111097,ATC,Houston Zone
2011-12-31,25.63484722222221,ATC,Houston Zone
2012-01-01,25.36734722222221,ATC,Houston Zone
2012-01-02,25.047305555555543,ATC,Houston Zone
2012-01-03,25.119722222222208,ATC,Houston Zone
2012-01-04,25.34254166666665,ATC,Houston Zone
2012-01-05,24.884430555555543,ATC,Houston Zone
2012-01-06,23.868944444444434,ATC,Houston Zone
2012-01-07,23.70549999999999,ATC,Houston Zone
2012-01-08,23.658305555555547,ATC,Houston Zone
2012-01-09,23.505861111111106,ATC,Houston Zone
2012-01-10,23.47452777777777,ATC,Houston Zone
2012-01-11,23.351097222222215,ATC,Houston Zone
2012-01-12,23.279944444444435,ATC,Houston Zone
2012-01-13,23.39101388888888,ATC,Houston Zone
2012-01-14,23.21915277777777,ATC,Houston Zone
2012-01-15,22.902027777777768,ATC,Houston Zone
2012-01-16,22.646944444444436,ATC,Houston Zone
2012-01-17,22.61233333333332,ATC,Houston Zone
2012-01-18,22.774444444444434,ATC,Houston Zone
2012-01-19,22.75337499999999,ATC,Houston Zone
2012-01-20,22.610847222222212,ATC,Houston Zone
2012-01-21,23.01415277777777,ATC,Houston Zone
2012-01-22,22.822166666666657,ATC,Houston Zone
2012-01-23,22.946361111111106,ATC,Houston Zone
2012-01-24,22.779055555555548,ATC,Houston Zone
2012-01-25,22.802041666666657,ATC,Houston Zone
2012-01-26,23.015041666666658,ATC,Houston Zone
2012-01-27,22.90344444444444,ATC,Houston Zone
2012-01-28,22.727208333333326,ATC,Houston Zone
2012-01-29,22.69313888888888,ATC,Houston Zone
2012-01-30,22.56351388888888,ATC,Houston Zone
2012-01-31,22.592194444444434,ATC,Houston Zone
2012-02-01,22.435069444444434,ATC,Houston Zone
2012-02-02,22.147124999999992,ATC,Houston Zone
2012-02-03,21.755833333333324,ATC,Houston Zone
2012-02-04,21.325319444444435,ATC,Houston Zone
2012-02-05,21.24038888888888,ATC,Houston Zone
2012-02-06,21.29676388888888,ATC,Houston Zone
2012-02-07,21.17719444444443,ATC,Houston Zone
2012-02-08,21.262027777777764,ATC,Houston Zone
2012-02-09,21.17984722222221,ATC,Houston Zone
2012-02-10,21.106291666666653,ATC,Houston Zone
2012-02-11,21.023402777777765,ATC,Houston Zone
2012-02-12,20.956097222222205,ATC,Houston Zone
2012-02-13,20.918374999999983,ATC,Houston Zone
2012-02-14,20.95481944444443,ATC,Houston Zone
2012-02-15,21.05179166666665,ATC,Houston Zone
2012-02-16,21.024986111111094,ATC,Houston Zone
2012-02-17,20.902583333333315,ATC,Houston Zone
2012-02-18,20.93001388888887,ATC,Houston Zone
2012-02-19,21.018055555555534,ATC,Houston Zone
2012-02-20,20.438416666666644,ATC,Houston Zone
2012-02-21,20.510124999999977,ATC,Houston Zone
2012-02-22,20.157041666666643,ATC,Houston Zone
2012-02-23,20.079513888888865,ATC,Houston Zone
2012-02-24,19.9007222222222,ATC,Houston Zone
2012-02-25,19.582194444444422,ATC,Houston Zone
2012-02-26,19.555861111111085,ATC,Houston Zone
2012-02-27,19.616986111111085,ATC,Houston Zone
2012-02-28,19.522249999999975,ATC,Houston Zone
2012-02-29,19.651069444444417,ATC,Houston Zone
2012-03-01,19.637708333333304,ATC,Houston Zone
2012-03-02,21.022680555555528,ATC,Houston Zone
2012-03-03,21.053277777777748,ATC,Houston Zone
2012-03-04,21.42713888888886,ATC,Houston Zone
2012-03-05,21.55601388888886,ATC,Houston Zone
2012-03-06,21.57213888888886,ATC,Houston Zone
2012-03-07,21.53859722222219,ATC,Houston Zone
2012-03-08,21.594694444444418,ATC,Houston Zone
2012-03-09,21.75893055555553,ATC,Houston Zone
2012-03-10,23.515263888888864,ATC,Houston Zone
2012-03-11,23.475541666666643,ATC,Houston Zone
2012-03-12,23.456402777777758,ATC,Houston Zone
2012-03-13,23.33798611111109,ATC,Houston Zone
2012-03-14,23.239444444444423,ATC,Houston Zone
2012-03-15,23.254055555555535,ATC,Houston Zone
2012-03-16,23.19255555555554,ATC,Houston Zone
2012-03-17,23.098513888888874,ATC,Houston Zone
2012-03-18,22.998624999999986,ATC,Houston Zone
2012-03-19,23.17134722222221,ATC,Houston Zone
2012-03-20,23.11155555555554,ATC,Houston Zone
2012-03-21,23.13633333333332,ATC,Houston Zone
2012-03-22,23.12045833333332,ATC,Houston Zone
2012-03-23,23.63447222222221,ATC,Houston Zone
2012-03-24,23.683069444444435,ATC,Houston Zone
2012-03-25,23.65141666666666,ATC,Houston Zone
2012-03-26,23.582569444444438,ATC,Houston Zone
2012-03-27,23.638541666666658,ATC,Houston Zone
2012-03-28,23.64641666666666,ATC,Houston Zone
2012-03-29,23.719611111111103,ATC,Houston Zone
2012-03-30,24.00245833333333,ATC,Houston Zone
2012-03-31,28.37622222222222,ATC,Houston Zone
2012-04-01,26.996555555555556,ATC,Houston Zone
2012-04-02,27.24159722222222,ATC,Houston Zone
2012-04-03,27.24890277777778,ATC,Houston Zone
2012-04-04,27.359444444444442,ATC,Houston Zone
2012-04-05,27.8985,ATC,Houston Zone
2012-04-06,27.80143055555555,ATC,Houston Zone
2012-04-07,27.723152777777774,ATC,Houston Zone
2012-04-08,27.41227777777777,ATC,Houston Zone
2012-04-09,25.569583333333323,ATC,Houston Zone
2012-04-10,26.492305555555546,ATC,Houston Zone
2012-04-11,26.704458333333324,ATC,Houston Zone
2012-04-12,26.715097222222212,ATC,Houston Zone
2012-04-13,26.61747222222221,ATC,Houston Zone
2012-04-14,26.482305555555545,ATC,Houston Zone
2012-04-15,26.46124999999999,ATC,Houston Zone
2012-04-16,26.44499999999999,ATC,Houston Zone
2012-04-17,26.558986111111103,ATC,Houston Zone
2012-04-18,26.27918055555555,ATC,Houston Zone
2012-04-19,26.229763888888883,ATC,Houston Zone
2012-04-20,26.194180555555548,ATC,Houston Zone
2012-04-21,26.17488888888888,ATC,Houston Zone
2012-04-22,25.712638888888883,ATC,Houston Zone
2012-04-23,25.67904166666666,ATC,Houston Zone
2012-04-24,25.637583333333325,ATC,Houston Zone
2012-04-25,26.259666666666657,ATC,Houston Zone
2012-04-26,27.673194444444437,ATC,Houston Zone
2012-04-27,27.679527777777768,ATC,Houston Zone
2012-04-28,27.78443055555555,ATC,Houston Zone
2012-04-29,27.398708333333325,ATC,Houston Zone
2012-04-30,23.05926388888888,ATC,Houston Zone
2012-05-01,23.021513888888876,ATC,Houston Zone
2012-05-02,22.80608333333332,ATC,Houston Zone
2012-05-03,23.12659722222221,ATC,Houston Zone
2012-05-04,23.121777777777766,ATC,Houston Zone
2012-05-05,22.68122222222221,ATC,Houston Zone
2012-05-06,22.693041666666655,ATC,Houston Zone
2012-05-07,23.1241111111111,ATC,Houston Zone
2012-05-08,23.08504166666666,ATC,Houston Zone
2012-05-09,23.231958333333328,ATC,Houston Zone
2012-05-10,22.32040277777777,ATC,Houston Zone
2012-05-11,22.23813888888888,ATC,Houston Zone
2012-05-12,22.21984722222221,ATC,Houston Zone
2012-05-13,22.25122222222221,ATC,Houston Zone
2012-05-14,22.356611111111096,ATC,Houston Zone
2012-05-15,22.363430555555542,ATC,Houston Zone
2012-05-16,22.406499999999983,ATC,Houston Zone
2012-05-17,22.405194444444426,ATC,Houston Zone
2012-05-18,22.45605555555554,ATC,Houston Zone
2012-05-19,22.48904166666665,ATC,Houston Zone
2012-05-20,22.584986111111096,ATC,Houston Zone
2012-05-21,22.758819444444427,ATC,Houston Zone
